"cont","poro_truth","poro_melhor","melhor-truth(poro)","cont","permh_truth","permh_melhor","melhor-truth(permh)"
1,0.059352499,0.050783724,-0.144370921938771,2,14.31193,16.42818,0.147866150826618
1,0.099362493,0.1029725,0.03633168704815,2,28.10519,23.57852,-0.161061711377863
1,0.1726775,0.1728507,0.00100302587192879,2,379.5478,322.7401,-0.14967205711639
1,0.2072725,0.2137339,0.0311734552340518,2,484.0167,581.2725,0.200934802456196
1,0.1954775,0.158304,-0.190167666355463,2,412.597,453.0044,0.0979343039333781
1,0.1748625,0.1728572,-0.0114678676102653,2,225.6858,230.4704,0.0212002704645131
1,0.034022503,0.039884415,0.172295142423825,2,4.074782,4.308985,0.0574762036349429
1,0.05641,0.052215822,-0.0743516752348874,2,4.291323,4.12851,-0.0379400478593664
1,0.099254996,0.085053638,-0.143079528208333,2,79.4978,78.80425,-0.00872414079383331
1,0.18802,0.1941351,0.0325236676949261,2,249.4529,259.6294,0.0407952763828361
1,0.1801225,0.199256,0.106224930255798,2,239.6818,241.5257,0.0076931164569024
1,0.1291875,0.1298667,0.00525747460087076,2,147.8877,147.527,-0.00243901284555787
1,0.1399275,0.1326976,-0.0516688999660539,2,240.2753,271.5676,0.130235192714357
1,0.064735003,0.059110906,-0.0868787632557923,2,1.58008,1.514096,-0.0417599108905877
1,0.044509999,0.049625918,0.114938645583883,2,2.801105,3.277725,0.170154278400845
1,0.1137525,0.097937584,-0.139029172985209,2,101.2144,117.8082,0.163947027300463
1,0.158655,0.1646847,0.0380051054174151,2,174.8661,144.1975,-0.175383336164071
1,0.15673,0.1515967,-0.0327525043067696,2,168.215,177.4083,0.0546520821567636
1,0.062720001,0.057438057,-0.0842146670246385,2,32.27584,27.87309,-0.136410082588091
1,0.074287504,0.060730699,-0.182491055292422,2,53.77948,55.40967,0.0303124909352043
1,0.1150525,0.1308095,0.13695486842963,2,42.42518,42.68443,0.00611075780939531
1,0.092902504,0.1118832,0.204307690135026,2,8.074525,8.39333,0.0394828178747358
1,0.063709997,0.062568732,-0.0179134367248519,2,24.91512,24.39069,-0.0210486644254574
1,0.1466575,0.1404881,-0.0420667200790958,2,266.469,244.9336,-0.0808176560875749
1,0.15198,0.1273055,-0.162353599157784,2,114.0927,116.8357,0.0240418536856434
1,0.109895,0.1009601,-0.0813039719732473,2,33.33462,25.81888,-0.225463497109012
1,0.028310001,0.0324516,0.146294555058475,2,25.56003,23.84977,-0.0669115020600524
1,0.115585,0.1026734,-0.111706536315266,2,47.66543,42.78466,-0.102396432802557
1,0.10572,0.1201328,0.136329928111994,2,47.28861,55.94019,0.182952723710847
1,0.055195,0.058284938,0.0559822085333817,2,26.81687,31.22293,0.164301799576162
1,0.066009998,0.075224251,0.139588748358999,2,15.3382,16.46213,0.0732765252767598
1,0.1452,0.1210787,-0.166124655647383,2,100.9857,109.2677,0.082011611545001
1,0.1432325,0.1408656,-0.0165248808754997,2,252.5683,251.7919,-0.00307401997796238
1,0.142525,0.1217345,-0.145872653920365,2,217.962,256.0097,0.174561162037419
1,0.096279994,0.08309035,-0.136992571894012,2,29.03596,23.65927,-0.185173488322756
1,0.093584999,0.084314808,-0.0990563776145362,2,66.07147,54.38115,-0.176934462030283
1,0.078092501,0.070046306,-0.103034156890429,2,54.04197,63.04924,0.166671755304257
1,0.1271775,0.1190754,-0.063707023648051,2,149.742,176.9797,0.181897530418987
1,0.060529999,0.053696807,-0.112889345991894,2,21.22193,21.10006,-0.00574264451913663
1,0.081420004,0.089649767,0.101077899725969,2,27.81902,32.336,0.162370205708181
1,0.171315,0.1958278,0.143086127893062,2,155.4874,143.1387,-0.0794192969976989
1,0.157135,0.1655722,0.053693957425144,2,300.1288,284.6657,-0.0515215467492623
1,0.14562,0.1357407,-0.0678430160692213,2,258.8531,234.9247,-0.0924400750850578
1,0.1007575,0.113403,0.125504304890455,2,20.25531,18.70092,-0.0767398770988941
1,0.12383,0.1050883,-0.151350238229831,2,38.83442,45.66547,0.175901944718113
1,0.1000825,0.1099967,0.0990602752728998,2,115.8022,129.7433,0.120387177445679
1,0.1902175,0.2206379,0.159924297186116,2,486.0112,500.7292,0.0302832527316243
1,0.021384999,0.025271213,0.181726171696337,2,12.92481,15.29523,0.183400761790696
1,0.090505004,0.096571498,0.0670293766298271,2,13.57758,16.20121,0.193232520080898
1,0.1819625,0.1804462,-0.00833303565295046,2,315.0029,312.3791,-0.00832944712572493
1,0.165865,0.1602619,-0.0337810870286076,2,484.298,480.7336,-0.00735993128197923
1,0.1172475,0.1100603,-0.0612993880466535,2,130.4495,154.1276,0.18151161943894
1,0.1099475,0.093315408,-0.151273034857546,2,39.02909,43.18745,0.106545143635171
1,0.1238825,0.1184476,-0.043871410409057,2,98.88642,108.0273,0.092438173006971
1,0.1617325,0.1608772,-0.00528836195569847,2,387.4178,389.1798,0.00454806155008882
1,0.1736975,0.2047577,0.178817772276515,2,388.487,415.773,0.0702365844931748
1,0.041644998,0.043197896,0.0372889440407704,2,6.09773,5.24637,-0.139619169756614
1,0.072564997,0.086050004,0.18583349490113,2,9.689915,8.248017,-0.148803988476679
1,0.1210475,0.1427106,0.178963629979966,2,86.3379,91.24046,0.0567834056654145
1,0.1356225,0.1500078,0.106068683293701,2,237.8383,256.8003,0.07972643598613
1,0.10856,0.1106401,0.0191608327192336,2,156.87,157.0802,0.00133996302670993
1,0.124405,0.1366912,0.0987596961536917,2,156.0607,154.3445,-0.0109970030891825
1,0.161785,0.1843413,0.139421454399357,2,380.5471,438.3238,0.151825358805783
1,0.16895,0.1755995,0.0393577981651376,2,469.2914,428.1557,-0.0876549197364366
1,0.153765,0.1376235,-0.104975124378109,2,293.5933,234.3062,-0.201936147725442
1,0.019959999,0.023185769,0.161611731543674,2,2.56144,2.118024,-0.173111999500281
1,0.034649998,0.039704587,0.145875592835532,2,7.220675,6.697246,-0.0724903142711727
1,0.1159775,0.1302041,0.122666896596323,2,51.74214,55.46081,0.0718692732847927
1,0.129695,0.1544925,0.191198581286865,2,95.40128,100.5465,0.0539324000684267
1,0.117,0.1255364,0.0729606837606836,2,140.5607,148.4898,0.0564105045009025
1,0.14105,0.1337566,-0.0517079049982276,2,273.4438,220.1566,-0.194874412950669
1,0.14474,0.1232901,-0.148196075721984,2,302.6371,364.0557,0.202944714973809
1,0.116315,0.108355,-0.0684348536302282,2,149.9134,153.7489,0.02558477094109
1,0.151345,0.1239924,-0.180730119924675,2,20.07045,22.75206,0.133609859270719
1,0.077480003,0.085675888,0.105780648975969,2,27.92323,24.7746,-0.112760235832316
1,0.085319996,0.090770498,0.0638830550343674,2,32.52225,31.6621,-0.0264480471062119
1,0.11822,0.130774,0.106191845711386,2,106.0557,126.6719,0.194390306225879
1,0.013414999,0.017201377,0.282249592415176,2,7.04485,7.848082,0.11401690596677
1,0.084739998,0.08352574,-0.01432921912507,2,42.01269,41.42403,-0.0140114808168674
1,0.082659997,0.078740396,-0.0474183540074408,2,367.2823,388.3237,0.0572894473814827
1,0.19193,0.1648503,-0.141091543792007,2,191.5107,221.8335,0.158334756230331
1,0.171595,0.1574728,-0.0822996008042192,2,18.72951,17.00179,-0.0922458729566338
1,0.044537496,0.052774314,0.184941201005104,2,5.580488,6.378184,0.142943771225742
1,0.046152502,0.04245637,-0.0800851923477518,2,13.98436,16.30518,0.165958256223381
1,0.13004,0.1167608,-0.102116271916333,2,72.05758,61.29395,-0.149375402282452
1,0.29092,0.1959619,-0.326406228516431,2,882.9132,610.5417,-0.308491820033951
1,0.2883425,0.2053094,-0.287966914346654,2,712.8123,680.0606,-0.0459471588803953
1,0.18086,0.1979324,0.0943956651553689,2,315.1846,273.9382,-0.130864261769135
1,0.088229999,0.084261559,-0.0449783525442407,2,23.80852,23.50468,-0.0127618180382485
1,0.078957498,0.072233044,-0.0851654899196528,2,36.15927,32.44539,-0.10270893190045
1,0.068654999,0.070328921,0.0243816477224041,2,17.38665,20.2177,0.162828952098305
1,0.293,0.2284901,-0.220170307167235,2,996.0267,607.4582,-0.390118558066767
1,0.2501,0.2132899,-0.147181527389044,2,904.1825,742.8203,-0.178461980850105
1,0.246005,0.177424,-0.278778886607996,2,743.2745,585.5989,-0.212136431426075
1,0.2778875,0.250731,-0.0977247987045118,2,503.9827,427.3606,-0.152033194790218
1,0.1768925,0.2042387,0.154592195825148,2,148.7964,158.8314,0.0674411477697041
1,0.110635,0.1028103,-0.0707253581597144,2,71.33223,67.21014,-0.0577872022226138
1,0.10805,0.090270668,-0.164547265155021,2,316.841,368.0801,0.161718653835836
1,0.17224,0.181327,0.0527577798420807,2,676.1102,697.7372,0.0319873890380593
1,0.2668275,0.2087057,-0.217825374071263,2,912.867,606.3193,-0.335807625864447
1,0.2840225,0.2280027,-0.197237190715524,2,976.1646,655.4895,-0.328505151692655
1,0.2523125,0.2112041,-0.162926529601189,2,941.4612,562.1886,-0.402855263711346
1,0.2323225,0.2293609,-0.0127477967050113,2,736.7664,739.1252,0.00320155750859428
1,0.17082,0.1754171,0.0269119541037349,2,222.6419,173.0023,-0.22295713430401
1,0.119735,0.1009648,-0.156764521651981,2,184.9529,190.843,0.0318464863216526
1,0.19607,0.156678,-0.200907839037079,2,573.9122,536.5499,-0.0651010729515769
1,0.128115,0.1310922,0.0232384966631541,2,362.1231,430.1806,0.187940233583552
1,0.160865,0.1442035,-0.103574425760731,2,219.4439,196.2383,-0.105747300335074
1,0.147645,0.1477342,0.000604151850723096,2,202.5939,236.4186,0.166958136449321
1,0.230085,0.2190352,-0.0480248603776865,2,715.2871,579.7969,-0.189420723510881
1,0.2174575,0.1801642,-0.171496959175931,2,873.919,646.1568,-0.260621636558995
1,0.2615675,0.1914397,-0.26810593823774,2,973.5781,639.5516,-0.343091632813022
1,0.18879,0.2222117,0.177031092748557,2,708.7536,581.763,-0.17917453964255
1,0.268945,0.1709012,-0.364549629106323,2,883.4165,562.7607,-0.362972391844617
1,0.1912525,0.188048,-0.0167553365315486,2,927.8918,596.2524,-0.35741171546079
1,0.13057,0.1136194,-0.12982001991269,2,642.9614,683.8101,0.06353211872439
1,0.054542497,0.059217263,0.0857086906013855,2,202.8009,207.0176,0.0207923140380539
1,0.130515,0.1215934,-0.0683568938436194,2,330.8379,380.801,0.151019880128607
1,0.1703425,0.1847525,0.0845942733023173,2,773.3139,681.2999,-0.118986610741123
1,0.1694375,0.1990536,0.174790704537071,2,655.8292,553.7361,-0.155670256829065
1,0.2283975,0.1949648,-0.146379448111297,2,896.7048,752.5957,-0.1607096337613
1,0.286155,0.1713414,-0.401228704722965,2,962.1442,718.9922,-0.252718875195631
1,0.2939325,0.194647,-0.337783334609136,2,837.0474,634.1111,-0.242443020550569
1,0.294615,0.2488798,-0.155237173938869,2,821.6803,637.0085,-0.224748968668228
1,0.2430075,0.2389512,-0.0166920774050183,2,718.7553,717.6018,-0.00160485773113605
1,0.1593925,0.1539121,-0.0343830481358909,2,477.0858,542.5211,0.137156251558944
1,0.0998125,0.1137784,0.139921352536005,2,146.2223,142.0897,-0.0282624469728625
1,0.065274999,0.058366574,-0.105835696757345,2,104.178,110.8486,0.0640307934496727
1,0.088275,0.075103469,-0.1492102067403,2,394.7063,367.9167,-0.0678722381679745
1,0.1000775,0.1117497,0.116631610501861,2,373.8448,347.5779,-0.070261509589006
1,0.219315,0.2028689,-0.0749884868796025,2,340.2053,363.2014,0.0675947729209391
1,0.292635,0.2308993,-0.210964853828148,2,541.9799,520.6231,-0.0394051513718498
1,0.2887875,0.2438579,-0.155580141107215,2,596.3043,519.3548,-0.129044013266381
1,0.28084,0.2430196,-0.134668850591084,2,952.7255,769.2625,-0.192566484260157
1,0.20289,0.2329797,0.148305485731185,2,610.7126,691.8949,0.132930448790479
1,0.189545,0.1761193,-0.0708312010340552,2,532.9125,498.8007,-0.0640101329955668
1,0.137705,0.1310213,-0.0485363639664499,2,309.298,350.5225,0.133284082017989
1,0.1308125,0.142386,0.088473960821787,2,104.55,94.24604,-0.0985553323768532
1,0.103305,0.1034351,0.00125937757126962,2,410.95,327.837,-0.202246015330332
1,0.053955,0.063652717,0.179737132795848,2,20.57935,23.51196,0.142502557175032
1,0.062142499,0.048572186,-0.218374111411258,2,40.87998,36.48322,-0.107552890192216
1,0.148835,0.1527914,0.0265824570833473,2,49.52322,57.98742,0.170913765300398
1,0.2645275,0.2597856,-0.0179259245258055,2,595.1486,598.8563,0.00622987267381633
1,0.2703075,0.2091213,-0.226357759218668,2,792.6371,748.8048,-0.0552993292895324
1,0.21932,0.221217,0.00864946197337229,2,894.0155,654.0186,-0.268448253973225
1,0.2356075,0.1994962,-0.153268889997135,2,843.054,723.8238,-0.141426527838074
1,0.244245,0.2298222,-0.0590505435116378,2,805.8978,743.3473,-0.0776159210262144
1,0.1842975,0.1789725,-0.0288935009970292,2,264.5553,273.2718,0.0329477428726621
1,0.063395001,0.07664331,0.208980342156632,2,119.5481,132.4713,0.10810042150398
1,0.054935001,0.065452687,0.191456918331539,2,34.18485,38.17169,0.116625932247765
1,0.078340001,0.089889027,0.147421826047717,2,21.93728,22.49209,0.0252907379583978
1,0.1411525,0.1567113,0.110226882272719,2,204.2614,182.4095,-0.106980075530668
1,0.1757475,0.172753,-0.0170386491984239,2,390.249,451.6228,0.157268308182724
1,0.2502775,0.237836,-0.0497108209887025,2,886.4398,734.5443,-0.171354557861684
1,0.286555,0.1832538,-0.360493448029174,2,984.03,748.5964,-0.239254494273549
1,0.2834025,0.2067519,-0.270465504009315,2,987.364,686.0506,-0.305169522081016
1,0.288905,0.2143419,-0.258088645056333,2,964.7271,702.6634,-0.271645421798558
1,0.17458,0.1555522,-0.108991866193149,2,174.4102,190.5108,0.0923145549973567
1,0.1365075,0.1166124,-0.145743640459315,2,139.9921,163.5393,0.168203777213143
1,0.10613,0.119863,0.129397908225761,2,201.001,170.1736,-0.153369386221959
1,0.11633,0.1206777,0.0373738502535889,2,127.5965,105.4353,-0.173681879988871
1,0.1592425,0.1614853,0.014084179788687,2,166.843,179.427,0.0754242011951356
1,0.2136925,0.1941752,-0.0913335751137734,2,462.6003,510.6836,0.103941350664926
1,0.2115375,0.1584141,-0.251129941499734,2,400.932,415.2257,0.035651182744206
1,0.22204,0.2049171,-0.0771162853539903,2,966.0195,700.4763,-0.274883892095346
1,0.10448,0.099297002,-0.0496075612557428,2,321.5222,379.8464,0.181400226796159
1,0.21478,0.176576,-0.177875034919452,2,379.3574,380.564,0.00318064179056488
1,0.20155,0.1695896,-0.158573058794344,2,420.1488,388.3951,-0.0755772716713697
1,0.2306,0.1743721,-0.243833044232437,2,671.071,627.866,-0.0643821592648171
