      Well:     PRO-12

                                             Y1             Y2             Y3             Y1             Y2             Y3
                                  PUNQS3_funcio  PUNQS3_funcio  PUNQS3_funcio     PUNQS3.irf     PUNQS3.irf     PUNQS3.irf
                                      nando.irf      nando.irf      nando.irf                                             
            TIME            DATE  Gas Oil Ratio   Water Cut SC           Well  Gas Oil Ratio   Water Cut SC           Well
       3287.0000      1976-01-01         126.38   1.12392e-006       18644.93          67.16   3.21308e-006       19568.38
       3288.0000      1976-01-02           0.00           0.00       21005.53           0.00           0.00       21332.26
       3301.0000      1976-01-15           0.00           0.00       21279.08           0.00           0.00       21467.40
       3302.0000      1976-01-16         102.99   8.85923e-007       19013.35          67.65   3.07728e-006       19747.05
       3469.0000      1976-07-01         123.33   1.19744e-006       18521.34          67.02   5.47047e-006       19418.50
       3653.0000      1977-01-01         128.03   1.37474e-006       18320.38          66.69   9.91144e-006       19139.05
       3654.0000      1977-01-02           0.00           0.00       20783.71           0.00           0.00       21142.20
       3667.0000      1977-01-15           0.00           0.00       21071.14           0.00           0.00       21294.23
       3668.0000      1977-01-16         103.57   1.09762e-006       18715.79          67.12   1.12783e-005       19332.85
       3834.0000      1977-07-01         126.14   1.48054e-006       18179.14          66.80   1.69024e-005       18946.40
       4018.0000      1978-01-01         128.30   1.71635e-006       17949.64          66.98   3.08689e-005       18644.51
       4019.0000      1978-01-02           0.00           0.00       20529.80           0.00           0.00       20981.09
       4032.0000      1978-01-15           0.00           0.00       20825.89           0.00           0.00       21132.90
       4033.0000      1978-01-16         103.31   1.38620e-006       18365.23          67.44   3.48691e-005       18844.00
       4199.0000      1978-07-01         123.65   1.86033e-006       17782.20          69.22   5.43524e-005       18430.34
       4383.0000      1979-01-01         126.80   2.22687e-006       17484.95          74.91   9.48996e-005       18087.96
       4384.0000      1979-01-02           0.00           0.00       20214.03           0.00           0.00       20786.52
       4397.0000      1979-01-15           0.00           0.00       20512.88           0.00           0.00       20933.02
       4398.0000      1979-01-16         102.80   1.82151e-006       17916.39          73.55   9.28920e-005       18315.87
       4564.0000      1979-07-01         120.01   2.42845e-006       17281.28          78.11    0.000134271       17825.38
       4748.0000      1980-01-01         120.25   2.88626e-006       16976.81          88.18    0.000194969       17417.29
       4749.0000      1980-01-02           0.00           0.00       19876.31           0.00           0.00       20490.75
       4762.0000      1980-01-15           0.00           0.00       20180.13           0.00           0.00       20645.07
       4763.0000      1980-01-16         100.29   2.37663e-006       17434.47          81.76    0.000210012       17666.19
       4930.0000      1980-07-01         112.33   3.10272e-006       16785.91          96.40    0.000288790       17170.21
       5114.0000      1981-01-01         112.79   3.61953e-006       16507.88         104.09    0.000387466       16814.29
       5115.0000      1981-01-02           0.00           0.00       19550.91           0.00           0.00       20162.78
       5128.0000      1981-01-15           0.00           0.00       19860.40           0.00           0.00       20326.69
       5129.0000      1981-01-16          97.95   2.99771e-006       16980.70          92.48    0.000422719       17094.69
       5295.0000      1981-07-01         106.86   3.81623e-006       16358.22         101.71    0.000530184       16646.27
       5479.0000      1982-01-01         107.15   4.29175e-006       16166.95         106.24    0.000806429       16368.08
       5480.0000      1982-01-02           0.00           0.00       19275.06           0.00           0.00       19951.37
       5493.0000      1982-01-15           0.00           0.00       19591.71           0.00           0.00       20117.33
       5494.0000      1982-01-16          92.64   3.52977e-006       16655.01          91.57    0.000786074       16662.99
       5660.0000      1982-07-01         101.62   4.35167e-006       16147.83         101.23     0.00101500       16218.21
       5844.0000      1983-01-01         102.68   4.65349e-006       16003.72         104.93     0.00164035       15923.42
       5845.0000      1983-01-02           0.00           0.00       19124.25           0.00           0.00       19781.48
       5858.0000      1983-01-15           0.00           0.00       19440.32           0.00           0.00       19947.47
       5859.0000      1983-01-16          88.37   3.83296e-006       16492.63          89.31     0.00168569       16232.60
       6025.0000      1983-07-01          97.97   4.64023e-006       15982.60          99.72     0.00399774       15767.91

      Well:      PRO-4

                                             Y1             Y2             Y3             Y1             Y2             Y3
                                  PUNQS3_funcio  PUNQS3_funcio  PUNQS3_funcio     PUNQS3.irf     PUNQS3.irf     PUNQS3.irf
                                      nando.irf      nando.irf      nando.irf                                             
            TIME            DATE  Gas Oil Ratio   Water Cut SC           Well  Gas Oil Ratio   Water Cut SC           Well
                                             SC                   Bottom-hole             SC                   Bottom-hole
                                                                     Pressure                                     Pressure
           (day)                        (m3/m3)             ()          (kPa)        (m3/m3)             ()          (kPa)
    0.0099999998      1967-01-01          74.00           0.00       22410.96          74.00           0.00       22507.80
       1.0100000      1967-01-02          74.00   4.47200e-010       22345.08          74.00   8.44951e-011       22478.69
       31.000000      1967-02-01          73.90   2.31380e-009       22245.32          73.97   1.27750e-009       22383.07
       59.000000      1967-03-01          73.68   4.86191e-009       22178.46          73.78   3.21949e-009       22318.64
       90.000000      1967-04-01          73.49   7.90014e-009       22111.31          73.59   5.67272e-009       22253.98
       91.000000      1967-04-02          73.29   1.17903e-008       20876.93          73.52   6.81028e-009       21187.63
       120.00000      1967-05-01          72.89   2.22302e-008       20678.39          73.12   1.49874e-008       21020.90
       151.00000      1967-06-01          72.38   3.98610e-008       20533.63          72.74   2.55842e-008       20900.74
       181.00000      1967-07-01          72.11   5.16011e-008       20400.88          72.46   3.51954e-008       20799.40
       182.00000      1967-07-02          72.23   4.59369e-008       21678.90          72.51   3.33419e-008       21886.95
       212.00000      1967-08-01          72.33   4.17955e-008       21709.37          72.52   3.30042e-008       21887.79
       243.00000      1967-09-01          72.23   4.59527e-008       21678.35          72.44   3.59605e-008       21863.12
       273.00000      1967-10-01          72.15   4.95392e-008       21650.46          72.37   3.86463e-008       21839.66
       274.00000      1967-10-02          72.25   4.50993e-008       22285.56          72.39   3.76662e-008       22384.47
       304.00000      1967-11-01          72.39   3.93928e-008       22334.23          72.50   3.36795e-008       22421.26
       334.00000      1967-12-01          72.42   3.82659e-008       22339.55          72.53   3.25331e-008       22428.71
       365.00000      1968-01-01          72.43   3.78865e-008       22342.67          72.55   3.19448e-008       22434.00
       366.00000      1968-01-02           0.00           0.00       22978.02           0.00           0.00       22983.20
       731.00000      1969-01-01           0.00           0.00       23272.80           0.00           0.00       23253.79
       1096.0000      1970-01-01           0.00           0.00       23374.37           0.00           0.00       23358.05
       1461.0000      1971-01-01           0.00           0.00       23429.01           0.00           0.00       23411.69
       1462.0000      1971-01-02          73.65   5.27672e-009       21585.17          73.84   2.59490e-009       21821.12
       1642.0000      1971-07-01          72.37   4.27811e-008       20886.29          72.69   2.95526e-008       21241.13
       1826.0000      1972-01-01          72.88   1.53962e-007       19455.73          71.46   8.50054e-008       20845.24
       1827.0000      1972-01-02           0.00           0.00       22479.18           0.00           0.00       22567.21
       1840.0000      1972-01-15           0.00           0.00       22640.01           0.00           0.00       22630.57
       1841.0000      1972-01-16          76.47   1.56897e-007       19713.73          71.39   8.92455e-008       20935.03
       2008.0000      1972-07-01         100.84   3.52110e-007       18545.49          70.64   1.52774e-007       20513.49
       2192.0000      1973-01-01         112.31   5.40366e-007       18246.25          70.45   2.36395e-007       20155.87
       2193.0000      1973-01-02           0.00           0.00       21968.13           0.00           0.00       22192.58
       2206.0000      1973-01-15           0.00           0.00       22188.80           0.00           0.00       22271.91
       2207.0000      1973-01-16          90.75   4.08937e-007       18647.14          70.73   2.03624e-007       20267.78
       2373.0000      1973-07-01          97.28   6.24927e-007       18131.37          73.34   2.89478e-007       19895.79
       2557.0000      1974-01-01          89.64   7.43207e-007       18023.77          88.37   3.93333e-007       19612.40
       2558.0000      1974-01-02           0.00           0.00       21703.54           0.00           0.00       21908.86
       2571.0000      1974-01-15           0.00           0.00       21940.29           0.00           0.00       22003.52
       2572.0000      1974-01-16          85.07   5.52336e-007       18461.06          84.31   3.44291e-007       19745.38
       2738.0000      1974-07-01          84.36   7.70787e-007       18070.44         102.20   4.63679e-007       19425.73
       2922.0000      1975-01-01          80.90   8.96821e-007       17994.90         133.13   8.69429e-007       19177.27
       2923.0000      1975-01-02           0.00           0.00       21511.30           0.00           0.00       21634.34
       2936.0000      1975-01-15           0.00           0.00       21764.82           0.00           0.00       21754.81
       2937.0000      1975-01-16          78.11   7.01645e-007       18417.54         116.19   7.84993e-007       19344.17
       3103.0000      1975-07-01          78.62   2.65349e-006       17902.02         138.22   1.82316e-006       19028.37
       3287.0000      1976-01-01          78.06    0.000142901       17482.61         143.91   1.12182e-005       18821.24
       3288.0000      1976-01-02           0.00           0.00       21311.29           0.00           0.00       21397.28
       3301.0000      1976-01-15           0.00           0.00       21598.32           0.00           0.00       21534.58
       3302.0000      1976-01-16          75.69    0.000254690       17945.55         123.93   1.14487e-005       19013.10
       3469.0000      1976-07-01          76.32     0.00744410       16569.97         125.39   4.51444e-005       18679.44
       3653.0000      1977-01-01          75.62       0.119448       14975.14         118.79    0.000171889       18396.86
       3654.0000      1977-01-02           0.00           0.00       21128.68           0.00           0.00       21241.70
       3667.0000      1977-01-15           0.00           0.00       21460.76           0.00           0.00       21398.16
       3668.0000      1977-01-16          72.63       0.194515       15608.31         110.40    0.000241517       18617.16
       3834.0000      1977-07-01          75.24       0.303144       14091.71         110.24    0.000576867       18088.26
       4018.0000      1978-01-01          75.49       0.391738       13616.79         103.08     0.00549944       17482.27
       4019.0000      1978-01-02           0.00           0.00       20810.13           0.00           0.00       21114.65
       4032.0000      1978-01-15           0.00           0.00       21237.73           0.00           0.00       21283.16
       4033.0000      1978-01-16          71.23       0.415863       14504.48          92.88     0.00967497       17713.92
       4199.0000      1978-07-01          73.91       0.441548       13301.30          90.74      0.0257174       16675.40
       4383.0000      1979-01-01          73.59       0.480821       12812.90          86.26       0.121617       15430.34
       4384.0000      1979-01-02           0.00           0.00       20508.97           0.00           0.00       20971.19
       4397.0000      1979-01-15           0.00           0.00       20980.75           0.00           0.00       21159.05
       4398.0000      1979-01-16          69.33       0.491768       13738.50          82.35       0.125937       15714.89
       4564.0000      1979-07-01          72.28       0.514531       12255.78          84.39       0.223342       14177.90
       4748.0000      1980-01-01          71.65       0.543790       11529.93          87.58       0.334289       12871.98
       4749.0000      1980-01-02           0.00           0.00       20204.06           0.00           0.00       20682.05
       4762.0000      1980-01-15           0.00           0.00       20709.58           0.00           0.00       20917.23
       4763.0000      1980-01-16          68.56       0.564310       12596.16          85.65       0.368426       13321.92
       4930.0000      1980-07-01          70.18       0.566041       10592.23          89.86       0.421150       11937.56
       5114.0000      1981-01-01          69.70       0.585045        9157.82          96.58       0.463851       10920.70
       5115.0000      1981-01-02           0.00           0.00       19926.28           0.00           0.00       20365.68
       5128.0000      1981-01-15           0.00           0.00       20454.63           0.00           0.00       20628.63
       5129.0000      1981-01-16          68.35       0.601163       10345.52          90.11       0.490581       11410.19
       5295.0000      1981-07-01          68.49       0.603181        8034.60          95.41       0.507109       10280.56
       5479.0000      1982-01-01          68.00       0.618259        7029.48         103.66       0.536167        9673.90
       5480.0000      1982-01-02           0.00           0.00       19654.22           0.00           0.00       20145.86
       5493.0000      1982-01-15           0.00           0.00       20215.66           0.00           0.00       20438.52
       5494.0000      1982-01-16          68.16       0.629086        8286.13          91.44       0.561143       10322.88
       5660.0000      1982-07-01          67.30       0.632262        6321.28          99.09       0.558951        9339.98
       5844.0000      1983-01-01          67.03       0.642043        5496.66         102.47       0.570436        9015.63
       5845.0000      1983-01-02           0.00           0.00       19465.74           0.00           0.00       19966.60
       5858.0000      1983-01-15           0.00           0.00       20049.31           0.00           0.00       20281.12
       5859.0000      1983-01-16          67.71       0.654428        6738.04          91.17       0.597906        9759.26
       6025.0000      1983-07-01          66.76       0.652959        4963.18          97.61       0.588103        8822.19

      Well:     PRO-11

                                             Y1             Y2             Y3             Y1             Y2             Y3
                                  PUNQS3_funcio  PUNQS3_funcio  PUNQS3_funcio     PUNQS3.irf     PUNQS3.irf     PUNQS3.irf
                                      nando.irf      nando.irf      nando.irf                                             
            TIME            DATE  Gas Oil Ratio   Water Cut SC           Well  Gas Oil Ratio   Water Cut SC           Well
                                             SC                   Bottom-hole             SC                   Bottom-hole
                                                                     Pressure                                     Pressure
           (day)                        (m3/m3)             ()          (kPa)        (m3/m3)             ()          (kPa)
    0.0099999998      1967-01-01          74.00           0.00       22455.81          74.00           0.00       22045.31
       1.0100000      1967-01-02          74.00   1.09213e-009       22351.20          74.00   2.18805e-010       21997.89
       31.000000      1967-02-01          73.56   9.83694e-009       22106.70          73.79   4.45465e-009       21805.98
       59.000000      1967-03-01          73.29   1.57572e-008       22032.38          73.55   8.22363e-009       21734.38
       90.000000      1967-04-01          73.10   2.06542e-008       21969.11          73.37   1.17934e-008       21670.00
       91.000000      1967-04-02          72.85   2.85760e-008       20682.56          73.26   1.40708e-008       20059.12
       120.00000      1967-05-01          72.10   6.06100e-008       20330.89          72.67   3.19291e-008       19794.94
       151.00000      1967-06-01          71.55   9.15472e-008       20186.39          72.24   4.91370e-008       19651.35
       181.00000      1967-07-01          71.31   1.08499e-007       20060.34          71.95   6.33061e-008       19534.29
       182.00000      1967-07-02          71.46   9.81637e-008       21399.19          72.03   5.91873e-008       21195.23
       212.00000      1967-08-01          71.94   7.04691e-008       21573.20          72.28   4.73890e-008       21290.67
       243.00000      1967-09-01          71.96   7.16545e-008       21567.06          72.27   4.79254e-008       21280.88
       273.00000      1967-10-01          71.90   7.72045e-008       21547.16          72.22   5.04871e-008       21261.56
       274.00000      1967-10-02          72.02   7.05058e-008       22206.15          72.26   4.84637e-008       22087.04
       304.00000      1967-11-01          72.33   5.61983e-008       22313.43          72.46   4.01604e-008       22159.04
       334.00000      1967-12-01          72.40   5.43344e-008       22329.44          72.53   3.75738e-008       22174.91
       365.00000      1968-01-01          72.42   5.49501e-008       22336.43          72.55   3.67264e-008       22183.04
       366.00000      1968-01-02           0.00           0.00       22986.60           0.00           0.00       23001.93
       731.00000      1969-01-01           0.00           0.00       23337.07           0.00           0.00       23318.34
       1096.0000      1970-01-01           0.00           0.00       23434.57           0.00           0.00       23413.00
       1461.0000      1971-01-01           0.00           0.00       23488.80           0.00           0.00       23464.18
       1462.0000      1971-01-02          73.76   1.12768e-008       21594.24          73.92   3.19676e-009       21085.34
       1642.0000      1971-07-01          71.78   1.12977e-007       20645.83          72.27   5.37760e-008       20271.45
       1826.0000      1972-01-01          70.45   4.05702e-007       20228.54          71.04   1.43566e-007       19878.51
       1827.0000      1972-01-02           0.00           0.00       22328.39           0.00           0.00       22460.76
       1840.0000      1972-01-15           0.00           0.00       22613.45           0.00           0.00       22634.34
       1841.0000      1972-01-16          71.00   5.18386e-007       20569.58          71.30   1.38255e-007       20096.50
       2008.0000      1972-07-01          69.60   2.25711e-006       19928.14          70.23   3.66446e-007       19640.80
       2192.0000      1973-01-01          68.73   3.28187e-005       19584.84          69.49   9.05650e-007       19391.81
       2193.0000      1973-01-02           0.00           0.00       21856.47           0.00           0.00       22079.67
       2206.0000      1973-01-15           0.00           0.00       22159.12           0.00           0.00       22272.13
       2207.0000      1973-01-16          69.55   5.22729e-005       19952.20          70.14   7.87253e-007       19638.31
       2373.0000      1973-07-01          68.31    0.000607589       19310.15          69.18   1.53853e-006       19222.62
       2557.0000      1974-01-01          67.70      0.0121957       18910.15          68.62   3.43020e-006       19018.91
       2558.0000      1974-01-02           0.00           0.00       21559.37           0.00           0.00       21810.58
       2571.0000      1974-01-15           0.00           0.00       21887.57           0.00           0.00       22013.21
       2572.0000      1974-01-16          68.64      0.0189619       19325.75          69.31   3.17682e-006       19287.76
       2738.0000      1974-07-01          67.37      0.0542589       18197.76          68.40   5.72913e-006       18870.02
       2922.0000      1975-01-01          66.76       0.117341       16554.63          67.81   9.55692e-005       18534.22
       2923.0000      1975-01-02           0.00           0.00       21276.44           0.00           0.00       21553.04
       2936.0000      1975-01-15           0.00           0.00       21662.75           0.00           0.00       21762.14
       2937.0000      1975-01-16          67.85       0.129858       17134.05          68.51   9.19750e-005       18810.41
       3103.0000      1975-07-01          66.35       0.202183       14800.43          67.59     0.00165026       18202.23
       3287.0000      1976-01-01          65.61       0.300512       13310.96          67.09      0.0175704       17709.00
       3288.0000      1976-01-02           0.00           0.00       20943.99           0.00           0.00       21332.32
       3301.0000      1976-01-15           0.00           0.00       21425.73           0.00           0.00       21541.81
       3302.0000      1976-01-16          67.01       0.309054       14247.08          67.79      0.0168039       18006.11
       3469.0000      1976-07-01          65.27       0.360156       12147.22          66.92      0.0600116       17298.76
       3653.0000      1977-01-01          64.62       0.417919       10708.17          66.52       0.150472       16733.29
       3654.0000      1977-01-02           0.00           0.00       20639.22           0.00           0.00       21129.83
       3667.0000      1977-01-15           0.00           0.00       21201.06           0.00           0.00       21348.45
       3668.0000      1977-01-16          66.23       0.423285       11934.67          67.16       0.174600       17070.27
       3834.0000      1977-07-01          64.25       0.464690        9671.55          66.27       0.245378       16167.64
       4018.0000      1978-01-01          63.53       0.504110        8476.94          66.17       0.329022       14747.68
       4019.0000      1978-01-02           0.00           0.00       20301.00           0.00           0.00       20898.03
       4032.0000      1978-01-15           0.00           0.00       20945.51           0.00           0.00       21161.31
       4033.0000      1978-01-16          65.39       0.504836        9915.07          67.12       0.341321       15229.85
       4199.0000      1978-07-01          63.09       0.535709        7423.69          68.30       0.396847       12729.99
       4383.0000      1979-01-01          62.43       0.561396        6191.96          91.28       0.449928        9560.30
       4384.0000      1979-01-02           0.00           0.00       19887.37           0.00           0.00       20631.97
       4397.0000      1979-01-15           0.00           0.00       20608.01           0.00           0.00       20935.05
       4398.0000      1979-01-16          64.31       0.558803        7862.35          86.27       0.443543       10515.41
       4564.0000      1979-07-01          62.42       0.583570        5075.65         114.93       0.478323        6749.77
       4748.0000      1980-01-01          62.01       0.605676        3880.45         140.52       0.509662        3724.69
       4749.0000      1980-01-02           0.00           0.00       19442.11           0.00           0.00       20262.76
       4762.0000      1980-01-15           0.00           0.00       20248.14           0.00           0.00       20625.13
       4763.0000      1980-01-16          63.49       0.607667        5766.00         130.45       0.504874        5691.72
       4930.0000      1980-07-01          61.88       0.626031        2711.97         152.18       0.529686        2219.92
       5114.0000      1981-01-01          61.60       0.645241        1344.89         161.81       0.551654         244.31
       5115.0000      1981-01-02           0.00           0.00       18995.62           0.00           0.00       19910.65
       5128.0000      1981-01-15           0.00           0.00       19891.60           0.00           0.00       20310.61
       5129.0000      1981-01-16          63.17       0.650934        3443.29         142.72       0.547916        2795.07
       5295.0000      1981-07-01          61.79       0.662539        -109.37         161.04       0.565987         101.32
       5479.0000      1982-01-01          64.36       0.688810         101.32         162.95       0.589165         101.32
       5480.0000      1982-01-02           0.00           0.00       18732.10           0.00           0.00       19732.73
       5493.0000      1982-01-15           0.00           0.00       19617.63           0.00           0.00       20121.44
       5494.0000      1982-01-16          65.89       0.698132        -443.83         141.31       0.579942         976.45
       5660.0000      1982-07-01          68.74       0.715701         101.32         160.69       0.600165         101.32
       5844.0000      1983-01-01          71.68       0.738841         101.32         162.79       0.620288         101.32
       5845.0000      1983-01-02           0.00           0.00       18694.69           0.00           0.00       19588.62
       5858.0000      1983-01-15           0.00           0.00       19505.88           0.00           0.00       19969.40
       5859.0000      1983-01-16          71.63       0.748098         101.32         140.99       0.612656         101.32
       6025.0000      1983-07-01          74.32       0.758076         101.32         160.54       0.632106         101.32

