      Well:      PRO-4

                                             Y1             Y2             Y3             Y1             Y2             Y3
                                     PUNQS3.irf     PUNQS3.irf     PUNQS3.irf     PUNQS3.irf     PUNQS3.irf     PUNQS3.irf
            TIME            DATE  Gas Oil Ratio   Water Cut SC           Well  Gas Oil Ratio   Water Cut SC           Well
       3654.0000      1977-01-02           0.00           0.00       21708.24           0.00           0.00       21691.50
       3667.0000      1977-01-15           0.00           0.00       21895.56           0.00           0.00       21883.91
       3668.0000      1977-01-16          69.00     0.00164161       17547.25          68.97    0.000334787       17818.33
       3834.0000      1977-07-01          68.35     0.00379249       17022.78          68.30    0.000540745       17305.97
       4018.0000      1978-01-01          68.10     0.00875910       16608.29          68.07     0.00351375       16937.23
       4019.0000      1978-01-02           0.00           0.00       21609.49           0.00           0.00       21599.04
       4032.0000      1978-01-15           0.00           0.00       21801.18           0.00           0.00       21795.00
       4033.0000      1978-01-16          68.69      0.0101847       16886.15          68.68     0.00484070       17216.92
       4199.0000      1978-07-01          68.00      0.0226109       16156.24          67.98      0.0101997       16503.61
       4383.0000      1979-01-01          67.67      0.0611911       15513.50          67.66      0.0400696       15848.46
       4384.0000      1979-01-02           0.00           0.00       21494.90           0.00           0.00       21491.65
       4397.0000      1979-01-15           0.00           0.00       21693.53           0.00           0.00       21690.85
       4398.0000      1979-01-16          68.33      0.0615879       15808.80          68.33      0.0408617       16139.30
       4564.0000      1979-07-01          67.54       0.108862       14899.97          67.54      0.0757583       15161.45
       4748.0000      1980-01-01          67.17       0.177492       14184.69          67.16       0.153402       14403.09
       4749.0000      1980-01-02           0.00           0.00       21314.63           0.00           0.00       21310.06
       4762.0000      1980-01-15           0.00           0.00       21531.45           0.00           0.00       21528.48
       4763.0000      1980-01-16          67.79       0.196951       14521.69          67.79       0.176694       14736.76
       4930.0000      1980-07-01          66.83       0.245024       13569.73          66.88       0.219534       13732.57
       5114.0000      1981-01-01          66.40       0.304355       12996.47          66.36       0.296197       13167.65
       5115.0000      1981-01-02           0.00           0.00       21068.53           0.00           0.00       21057.62
       5128.0000      1981-01-15           0.00           0.00       21308.74           0.00           0.00       21304.52
       5129.0000      1981-01-16          67.07       0.329486       13391.15          67.04       0.323133       13567.91
       5295.0000      1981-07-01          66.10       0.353035       12596.70          66.08       0.347546       12803.08
       5479.0000      1982-01-01          65.59       0.388187       12185.82          65.66       0.380110       12421.09
       5480.0000      1982-01-02           0.00           0.00       20868.15           0.00           0.00       20866.52
       5493.0000      1982-01-15           0.00           0.00       21124.70           0.00           0.00       21130.42
       5494.0000      1982-01-16          66.43       0.392885       12618.78          66.45       0.392818       12854.81
       5660.0000      1982-07-01          65.46       0.404932       11873.33          65.52       0.401334       12147.06
       5844.0000      1983-01-01          65.08       0.422883       11498.13          65.12       0.419381       11831.77
       5845.0000      1983-01-02           0.00           0.00       20712.20           0.00           0.00       20723.80
       5858.0000      1983-01-15           0.00           0.00       20980.28           0.00           0.00       20998.15
       5859.0000      1983-01-16          65.97       0.428095       11958.02          66.05       0.426403       12287.19
       6025.0000      1983-07-01          65.00       0.435646       11206.37          65.04       0.431461       11586.55

      Well:     PRO-15

                                             Y1             Y2             Y3             Y1             Y2             Y3
                                     PUNQS3.irf     PUNQS3.irf     PUNQS3.irf     PUNQS3.irf     PUNQS3.irf     PUNQS3.irf
            TIME            DATE  Gas Oil Ratio   Water Cut SC           Well  Gas Oil Ratio   Water Cut SC           Well
                                             SC                   Bottom-hole             SC                   Bottom-hole
                                                                     Pressure                                     Pressure
           (day)                        (m3/m3)             ()          (kPa)        (m3/m3)             ()          (kPa)
    0.0099999998      1967-01-01           0.00           0.00       21279.28           0.00           0.00       21534.64
       1.0100000      1967-01-02          74.00   2.33810e-010       21247.85          74.00   2.76066e-010       21503.19
       31.000000      1967-02-01          74.00   6.37531e-007       21089.91          74.00   8.91927e-007       21345.38
       59.000000      1967-03-01          73.92   2.68706e-006       20998.69          73.92   3.77272e-006       21253.69
       90.000000      1967-04-01          73.71   6.18702e-006       20904.79          73.71   8.71553e-006       21159.37
       91.000000      1967-04-02          73.64   6.44305e-006       18421.20          73.64   9.07817e-006       18930.69
       120.00000      1967-05-01          73.19   1.80720e-005       18114.93          73.26   2.18318e-005       18620.32
       151.00000      1967-06-01          72.76   4.39001e-005       17857.37          72.84   5.35532e-005       18356.91
       181.00000      1967-07-01          72.44   7.65641e-005       17619.14          72.43    0.000110170       18115.37
       182.00000      1967-07-02          72.49   7.72834e-005       20307.96          72.48    0.000111216       20553.52
       212.00000      1967-08-01          72.55   9.18929e-005       20308.85          72.54    0.000132176       20550.99
       243.00000      1967-09-01          72.49    0.000114663       20261.98          72.47    0.000164846       20502.55
       273.00000      1967-10-01          72.42    0.000137099       20213.43          72.41    0.000196962       20452.58
       274.00000      1967-10-02          72.46    0.000137491       21593.59          72.43    0.000197524       21710.48
       304.00000      1967-11-01          72.55    0.000145672       21627.62          72.54    0.000208860       21743.47
       334.00000      1967-12-01          72.60    0.000157277       21635.75          72.58    0.000224907       21751.52
       365.00000      1968-01-01          72.63    0.000168427       21640.48          72.61    0.000240262       21756.26
       366.00000      1968-01-02           0.00           0.00       23029.11           0.00           0.00       23024.21
       731.00000      1969-01-01           0.00           0.00       23350.76           0.00           0.00       23347.73
       1096.0000      1970-01-01           0.00           0.00       23467.76           0.00           0.00       23467.50
       1461.0000      1971-01-01           0.00           0.00       23525.44           0.00           0.00       23525.55
       1462.0000      1971-01-02          74.22    0.000140954       19527.30          74.16    0.000185716       19897.03
       1642.0000      1971-07-01          72.76    0.000329756       18401.72          72.81    0.000422545       18753.58
       1826.0000      1972-01-01          71.44    0.000806474       17512.24          71.41     0.00111968       17838.84
       1827.0000      1972-01-02           0.00           0.00       22575.25           0.00           0.00       22565.08
       1840.0000      1972-01-15           0.00           0.00       22665.04           0.00           0.00       22653.98
       1841.0000      1972-01-16          71.40    0.000997590       17641.41          71.36     0.00135614       17964.93
       2008.0000      1972-07-01          70.58     0.00299366       16842.36          70.54     0.00540507       17236.23
       2192.0000      1973-01-01          69.84     0.00851081       16160.64          69.92      0.0117994       16349.70
       2193.0000      1973-01-02           0.00           0.00       22179.93           0.00           0.00       22156.34
       2206.0000      1973-01-15           0.00           0.00       22281.75           0.00           0.00       22257.67
       2207.0000      1973-01-16          70.17     0.00820103       16331.60          70.09      0.0139549       16540.34
       2373.0000      1973-07-01          69.49      0.0174036       15126.21          69.41      0.0666579       14025.08
       2557.0000      1974-01-01          68.91      0.0865258       12612.97          68.77       0.204811       10763.53
       2558.0000      1974-01-02           0.00           0.00       21895.52           0.00           0.00       21853.13
       2571.0000      1974-01-15           0.00           0.00       22004.94           0.00           0.00       21966.59
       2572.0000      1974-01-16          69.27      0.0821398       12893.03          69.14       0.197698       11130.36
       2738.0000      1974-07-01          68.61       0.173374        9782.71          68.45       0.279579        9202.41
       2922.0000      1975-01-01          67.96       0.279220        7617.27          67.99       0.315994        8495.79
       2923.0000      1975-01-02           0.00           0.00       21604.46           0.00           0.00       21575.83
       2936.0000      1975-01-15           0.00           0.00       21729.89           0.00           0.00       21697.42
       2937.0000      1975-01-16          68.37       0.267979        8031.93          68.27       0.307821        8898.80
       3103.0000      1975-07-01          67.69       0.308206        6822.67          67.64       0.319890        8277.21
       3287.0000      1976-01-01          67.17       0.325451        6331.85          67.15       0.326021        7949.54
       3288.0000      1976-01-02           0.00           0.00       21362.19           0.00           0.00       21349.60
       3301.0000      1976-01-15           0.00           0.00       21491.74           0.00           0.00       21479.26
       3302.0000      1976-01-16          67.61       0.315105        6775.07          67.57       0.316410        8339.65
       3469.0000      1976-07-01          67.01       0.319822        6271.54          67.00       0.319005        7922.94
       3653.0000      1977-01-01          66.69       0.315442        6185.70          66.68       0.316084        7784.72
       3654.0000      1977-01-02           0.00           0.00       21183.95           0.00           0.00       21180.76
       3667.0000      1977-01-15           0.00           0.00       21318.05           0.00           0.00       21298.54
       3668.0000      1977-01-16          67.07       0.304323        6606.31          67.00       0.310493        8080.30
       3834.0000      1977-07-01          66.54       0.305957        6184.32          66.51       0.314836        7648.15
       4018.0000      1978-01-01          66.17       0.305673        6041.35          66.20       0.308408        7660.25
       4019.0000      1978-01-02           0.00           0.00       21018.33           0.00           0.00       21024.68
       4032.0000      1978-01-15           0.00           0.00       21151.89           0.00           0.00       21154.12
       4033.0000      1978-01-16          66.53       0.295930        6420.94          66.55       0.299449        7984.89
       4199.0000      1978-07-01          66.00       0.290788        6157.92          66.04       0.293997        7754.92
       4383.0000      1979-01-01          65.57       0.279754        6079.73          65.60       0.287511        7605.43
       4384.0000      1979-01-02           0.00           0.00       20848.27           0.00           0.00       20859.88
       4397.0000      1979-01-15           0.00           0.00       20969.46           0.00           0.00       20971.17
       4398.0000      1979-01-16          65.92       0.275226        6375.05          65.95       0.286829        7816.10
       4564.0000      1979-07-01          65.36       0.273223        6006.21          65.37       0.286181        7426.71
       4748.0000      1980-01-01          64.86       0.279703        5446.88          64.82       0.298753        5884.88
       4749.0000      1980-01-02           0.00           0.00       20594.19           0.00           0.00       20552.63
       4762.0000      1980-01-15           0.00           0.00       20695.02           0.00           0.00       20676.99
       4763.0000      1980-01-16          65.09       0.281330        5745.62          65.04       0.322512        6010.77
       4930.0000      1980-07-01          66.41       0.324561       -3298.93          66.28       0.347428         101.32
       5114.0000      1981-01-01          72.09       0.353022         101.32          78.44       0.386359         101.32
       5115.0000      1981-01-02           0.00           0.00       20329.11           0.00           0.00       20327.59
       5128.0000      1981-01-15           0.00           0.00       20427.41           0.00           0.00       20428.05
       5129.0000      1981-01-16          74.04       0.348491         101.32          78.56       0.381612         101.32
       5295.0000      1981-07-01          83.38       0.362407         101.32         107.82       0.396471         101.32
       5479.0000      1982-01-01         113.83       0.375328         101.32         132.35       0.411078         101.32
       5480.0000      1982-01-02           0.00           0.00       20140.21           0.00           0.00       20151.20
       5493.0000      1982-01-15           0.00           0.00       20223.73           0.00           0.00       20240.72
       5494.0000      1982-01-16          97.32       0.363141         101.32         109.23       0.399266         101.32
       5660.0000      1982-07-01         115.29       0.375868         101.32         127.31       0.412080         101.32
       5844.0000      1983-01-01         124.00       0.385460         101.32         133.01       0.419306         101.32
       5845.0000      1983-01-02           0.00           0.00       19971.87           0.00           0.00       19999.71
       5858.0000      1983-01-15           0.00           0.00       20053.53           0.00           0.00       20089.76
       5859.0000      1983-01-16         105.16       0.373603         101.32         107.28       0.405963         101.32
       6025.0000      1983-07-01         117.30       0.384687         101.32         123.07       0.415639         101.32

      Well:      PRO-1

                                             Y1             Y2             Y3             Y1             Y2             Y3
                                     PUNQS3.irf     PUNQS3.irf     PUNQS3.irf     PUNQS3.irf     PUNQS3.irf     PUNQS3.irf
            TIME            DATE  Gas Oil Ratio   Water Cut SC           Well  Gas Oil Ratio   Water Cut SC           Well
                                             SC                   Bottom-hole             SC                   Bottom-hole
                                                                     Pressure                                     Pressure
           (day)                        (m3/m3)             ()          (kPa)        (m3/m3)             ()          (kPa)
    0.0099999998      1967-01-01           0.00           0.00       22590.01           0.00           0.00       22476.07
       1.0100000      1967-01-02          74.00   1.03217e-010       22557.56          74.00   9.78614e-011       22444.44
       31.000000      1967-02-01          73.76   3.15638e-009       22388.83          73.76   3.16426e-009       22273.60
       59.000000      1967-03-01          73.51   6.50604e-009       22317.95          73.50   6.56711e-009       22201.15
       90.000000      1967-04-01          73.32   9.76204e-009       22255.67          73.32   9.87761e-009       22137.61
       91.000000      1967-04-02          73.25   1.11951e-008       21269.40          73.25   1.12730e-008       21035.51
       120.00000      1967-05-01          72.70   2.59609e-008       21044.40          72.75   2.43743e-008       20796.50
       151.00000      1967-06-01          72.27   4.16060e-008       20912.90          72.32   3.95826e-008       20662.09
       181.00000      1967-07-01          71.98   5.45071e-008       20807.21          71.95   5.58544e-008       20556.51
       182.00000      1967-07-02          72.03   5.20417e-008       21820.22          72.00   5.34707e-008       21689.81
       212.00000      1967-08-01          72.23   4.33413e-008       21891.56          72.20   4.45987e-008       21762.32
       243.00000      1967-09-01          72.22   4.38783e-008       21882.10          72.19   4.50358e-008       21753.44
       273.00000      1967-10-01          72.16   4.62418e-008       21863.62          72.14   4.73842e-008       21735.14
       274.00000      1967-10-02          72.19   4.49689e-008       22368.49          72.16   4.61494e-008       22299.82
       304.00000      1967-11-01          72.35   3.83212e-008       22426.43          72.33   3.93314e-008       22358.82
       334.00000      1967-12-01          72.42   3.58236e-008       22441.55          72.39   3.67144e-008       22374.55
       365.00000      1968-01-01          72.44   3.48836e-008       22449.62          72.42   3.57107e-008       22383.10
       366.00000      1968-01-02           0.00           0.00       22951.38           0.00           0.00       22944.15
       731.00000      1969-01-01           0.00           0.00       23258.15           0.00           0.00       23256.82
       1096.0000      1970-01-01           0.00           0.00       23354.69           0.00           0.00       23355.12
       1461.0000      1971-01-01           0.00           0.00       23406.38           0.00           0.00       23406.91
       1462.0000      1971-01-02          73.82   2.48974e-009       21949.36          73.83   2.45481e-009       21778.84
       1642.0000      1971-07-01          72.29   4.37515e-008       21233.14          72.33   4.18893e-008       21040.00
       1826.0000      1972-01-01          71.07   1.08236e-007       20875.83          71.04   1.10520e-007       20676.82
       1827.0000      1972-01-02           0.00           0.00       22449.41           0.00           0.00       22437.47
       1840.0000      1972-01-15           0.00           0.00       22584.26           0.00           0.00       22569.49
       1841.0000      1972-01-16          71.23   9.74815e-008       21038.18          71.18   1.00350e-007       20838.28
       2008.0000      1972-07-01          70.28   1.74272e-007       20660.45          70.24   1.75899e-007       20456.02
       2192.0000      1973-01-01          69.57   2.58953e-007       20449.12          69.63   2.39336e-007       20226.87
       2193.0000      1973-01-02           0.00           0.00       22081.38           0.00           0.00       22044.56
       2206.0000      1973-01-15           0.00           0.00       22218.20           0.00           0.00       22190.84
       2207.0000      1973-01-16          70.06   2.07722e-007       20622.59          69.97   2.06393e-007       20402.34
       2373.0000      1973-07-01          69.27   3.15264e-007       20309.40          69.18   3.11491e-007       20084.38
       2557.0000      1974-01-01          68.71   4.55424e-007       20142.63          68.62   4.43583e-007       19909.44
       2558.0000      1974-01-02           0.00           0.00       21810.84           0.00           0.00       21774.13
       2571.0000      1974-01-15           0.00           0.00       21951.41           0.00           0.00       21915.91
       2572.0000      1974-01-16          69.18   3.90534e-007       20307.31          69.07   3.80476e-007       20073.38
       2738.0000      1974-07-01          68.49   6.04589e-007       20029.76          68.37   5.79649e-007       19786.18
       2922.0000      1975-01-01          67.91   1.06530e-006       19849.01          67.92   8.58696e-007       19606.80
       2923.0000      1975-01-02           0.00           0.00       21556.18           0.00           0.00       21521.45
       2936.0000      1975-01-15           0.00           0.00       21692.54           0.00           0.00       21656.62
       2937.0000      1975-01-16          68.37   9.74783e-007       20014.76          68.27   8.69581e-007       19774.85
       3103.0000      1975-07-01          67.68   1.57273e-006       19732.55          67.60   1.36589e-006       19499.85
       3287.0000      1976-01-01          67.16   3.21308e-006       19568.38          67.09   2.58777e-006       19337.88
       3288.0000      1976-01-02           0.00           0.00       21332.26           0.00           0.00       21311.89
       3301.0000      1976-01-15           0.00           0.00       21467.40           0.00           0.00       21445.10
       3302.0000      1976-01-16          67.65   3.07728e-006       19747.05          67.60   2.45521e-006       19518.36
       3469.0000      1976-07-01          67.02   5.47047e-006       19418.50          66.96   4.21302e-006       19165.54
       3653.0000      1977-01-01          66.69   9.91144e-006       19139.05          66.70   7.35712e-006       18854.41
       3654.0000      1977-01-02           0.00           0.00       21142.20           0.00           0.00       21125.54
       3667.0000      1977-01-15           0.00           0.00       21294.23           0.00           0.00       21276.16
       3668.0000      1977-01-16          67.12   1.12779e-005       19332.85          67.15   8.24663e-006       19050.49
       3834.0000      1977-07-01          66.80   1.69024e-005       18946.40          66.91   1.21604e-005       18641.46
       4018.0000      1978-01-01          66.98   3.08689e-005       18644.51          67.50   2.14348e-005       18310.94
       4019.0000      1978-01-02           0.00           0.00       20981.09           0.00           0.00       20980.99
       4032.0000      1978-01-15           0.00           0.00       21132.90           0.00           0.00       21130.61
       4033.0000      1978-01-16          67.44   3.48699e-005       18844.00          67.65   2.36975e-005       18516.61
       4199.0000      1978-07-01          69.22   5.43524e-005       18430.34          71.67   3.53055e-005       18093.39
       4383.0000      1979-01-01          74.91   9.48996e-005       18087.96          78.17   5.98346e-005       17719.46
       4384.0000      1979-01-02           0.00           0.00       20786.52           0.00           0.00       20786.38
       4397.0000      1979-01-15           0.00           0.00       20933.02           0.00           0.00       20930.07
       4398.0000      1979-01-16          73.55   9.28951e-005       18315.87          76.53   5.82597e-005       17961.98
       4564.0000      1979-07-01          78.11    0.000134271       17825.38          84.74   8.35066e-005       17447.75
       4748.0000      1980-01-01          88.18    0.000194969       17417.28          99.04    0.000119845       17050.96
       4749.0000      1980-01-02           0.00           0.00       20490.75           0.00           0.00       20458.50
       4762.0000      1980-01-15           0.00           0.00       20645.07           0.00           0.00       20613.15
       4763.0000      1980-01-16          81.76    0.000210012       17666.19          90.19    0.000128367       17315.94
       4930.0000      1980-07-01          96.40    0.000288790       17170.21         101.57    0.000163344       16808.25
       5114.0000      1981-01-01         104.09    0.000387467       16814.29         108.30    0.000237644       16528.93
       5115.0000      1981-01-02           0.00           0.00       20162.78           0.00           0.00       20168.20
       5128.0000      1981-01-15           0.00           0.00       20326.68           0.00           0.00       20331.18
       5129.0000      1981-01-16          92.48    0.000422719       17094.69          95.23    0.000258684       16820.42
       5295.0000      1981-07-01         101.71    0.000530185       16646.26         103.35    0.000325570       16408.14
       5479.0000      1982-01-01         106.24    0.000806431       16368.07         107.24    0.000460165       16153.72
       5480.0000      1982-01-02           0.00           0.00       19951.37           0.00           0.00       19989.44
       5493.0000      1982-01-15           0.00           0.00       20117.33           0.00           0.00       20152.67
       5494.0000      1982-01-16          91.60    0.000786074       16662.99          92.85    0.000484537       16454.72
       5660.0000      1982-07-01         101.23     0.00101500       16218.20         101.56    0.000597535       16028.24
       5844.0000      1983-01-01         104.93     0.00164037       15923.41         107.05    0.000879076       15758.58
       5845.0000      1983-01-02           0.00           0.00       19781.48           0.00           0.00       19833.60
       5858.0000      1983-01-15           0.00           0.00       19947.47           0.00           0.00       19996.80
       5859.0000      1983-01-16          89.31     0.00168569       16232.60          91.52    0.000855489       16072.54
       6025.0000      1983-07-01          99.72     0.00399776       15767.90         100.72     0.00108777       15634.51

