 contador  inf  truth  sup
         555   19.49772       48.74430       77.99088    
         556   54.61912       136.5478       218.4765    
         557   319.0791       797.6979       1000.000    
         558   374.2802       935.7007       1000.000    
         559   112.0830       280.2074       448.3318    
         560   95.36135       238.4034       381.4454    
         561   1.474225       3.685563       5.896901    
         562   6.920115       17.30029       27.68046    
         563   6.395072       15.98768       25.58029    
         564   12.77920       13.04700       13.30080    
         565   10.95520       27.38800       43.82080    
         566   185.4142       463.5356       741.6570    
         567   362.1531       905.3829       1000.000    
         568   756.0700       771.4704       786.9300    
         569   122.9212       307.3030       491.6848    
         570   2.386116       5.965290       9.544464    
         571   1.679747       4.199368       6.718989    
         572   3.830858       9.577145       15.32343    
         573   43.45968       108.6492       173.8387    
         574   5.103176       12.75794       20.41270    
         575   18.64940       19.03103       19.41060    
         576   22.93475       57.33688       91.73901    
         577   388.1737       970.4343       1000.000    
         578   277.2301       693.0752       1000.000    
         579   229.2817       573.2043       917.1269    
         580   15.90226       39.75566       63.60906    
         581   2.098451       5.246127       8.393804    
         582   2.988645       7.471612       11.95458    
         583   74.95351       187.3838       299.8141    
         584   67.08839       167.7210       268.3536    
         585   6.586400       16.46600       26.34560    
         586   28.31434       70.78585       113.2574    
         587   370.8807       927.2019       1000.000    
         588   212.8338       532.0844       851.3351    
         589   19.07368       47.68419       76.29470    
         590   5.368500       13.42125       21.47400    
         591   3.666396       9.165991       14.66559    
         592   127.2121       318.0302       508.8484    
         593   14.18466       35.46164       56.73862    
         594   16.78148       41.95370       67.12592    
         595   8.722427       21.80607       34.88971    
         596   20.74507       51.86268       82.98029    
         597   28.27987       70.69968       113.1195    
         598   44.67416       111.6854       178.6966    
         599   29.16456       72.91141       116.6583    
         600   12.36355       30.90887       49.45419    
         601   7.071611       17.67903       28.28645    
         602   7.500287       18.75072       30.00115    
         603   70.84576       177.1144       283.3830    
         604   73.98824       184.9706       295.9530    
         605   50.38367       125.9592       201.5347    
         606   34.61985       86.54962       138.4794    
         607   6.052468       15.13117       24.20987    
         608   2.157234       5.393085       8.628936    
         609   59.08107       147.7027       236.3243    
         610   66.18871       165.4718       264.7549    
         611   73.38055       183.4514       293.5222    
         612   62.54364       156.3591       250.1746    
         613   39.05690       97.64224       156.2276    
         614   7.429411       18.57353       29.71765    
         615   1.209266       3.023165       4.837064    
         616   21.48993       53.72482       85.95971    
         617   42.75208       106.8802       171.0083    
         618   40.69268       101.7317       162.7707    
         619   49.18859       122.9715       196.7544    
         620   17.80917       44.52293       71.23669    
         621   27.77021       69.42554       111.0809    
         622   6.661468       16.65367       26.64587    
         623   1.596025       3.990062       6.384099    
         624   5.916915       14.79229       23.66766    
         625   11.55334       28.88336       46.21338    
         626   4.691420       11.72855       18.76568    
         627   15.09152       37.72880       60.36609    
         628   14.73536       36.83839       58.94143    
         629   28.03498       70.08744       112.1399    
         630   9.716676       24.29169       38.86671    
         631   1.313267       3.283167       5.253067    
         632   4.889163       12.22291       19.55666    
         633   1.556751       3.891877       6.227003    
         634   2.915495       7.288738       11.66198    
         635   2.592312       6.480780       10.36925    
         636   3.933069       9.832672       15.73228    
         637   68.67840       71.63971       71.48160    
         638   23.81400       30.15802       24.78600    
         639   5.173923       12.93481       20.69570    
         640   14.26956       35.67390       57.07824    
         641   5.334232       13.33558       21.33693    
         642   2.551871       6.379678       10.20748    
         643   2.576615       6.441537       10.30646    
         644   6.087548       15.21887       24.35019    
         645  0.5000000      0.9608151       1.537304    
         646   5.870196       14.67549       23.48079    
         647   9.636752       24.09188       38.54701    
         648   5.677508       14.19377       22.71003    
         649   6.281072       15.70268       25.12429    
         650   6.124547       15.31137       24.49819    
         651   9.492859       23.73215       37.97144    
         652   15.45460       15.47325       16.08540    
         653   6.357619       15.89405       25.43048    
         654   2.594974       6.487435       10.37990    
         655   4.037172       10.09293       16.14869    
         656   2.726038       6.815095       10.90415    
         657   3.378332       8.445829       13.51333    
         658   2.141035       5.352588       8.564141    
         659   5.886851       14.71713       23.54741    
         660   15.70093       39.25232       62.80371    
         661   8.765143       21.91286       35.06058    
         662   1.721858       4.304645       6.887432    
         663   1.461619       3.654047       5.846475    
         664   5.086032       12.71508       20.34413    
         665   2.368855       5.922137       9.475419    
         666   10.45656       26.14140       41.82624    
         667   20.57736       51.44341       82.30946    
         668   9.701023       24.25256       38.80410    
         669   33.55117       83.87794       134.2047    
         670   69.96220       71.39836       72.81780    
         671   4.330823       10.82706       17.32330    
         672   3.569076       8.922690       14.27631    
         673   23.94460       59.86150       95.77840    
         674   34.16280       34.86101       35.55720    
         675   5.845712       14.61428       23.38285    
         676   13.03372       32.58431       52.13490    
         677   9.010451       22.52613       36.04181    
         678   11.87034       29.67584       47.48135    
         679   50.21696       125.5424       200.8678    
         680   34.88207       87.20518       139.5283    
         681   25.17620       25.69115       26.20380    
         682   4.954032       12.38508       19.81613    
         683   6.331528       15.82882       25.32611    
         684   8.755307       21.88827       35.02123    
         685   2.050490       5.126225       8.201961    
         686   4.642852       11.60713       18.57141    
         687   1.733753       4.334382       6.935011    
         688   1.064693       2.661732       4.258771    
         689   8.260648       20.65162       33.04259    
         690   16.17595       40.43989       64.70383    
         691   13.05105       32.62762       52.20419    
         692   21.85094       54.62735       87.40376    
         693   23.34134       58.35334       93.36535    
         694   12.84904       32.12259       51.39614    
         695   2.591108       6.477770       10.36443    
         696   7.741848       19.35462       30.96739    
         697   36.89663       92.24158       147.5865    
         698   10.05722       25.14304       40.22886    
         699   23.16865       57.92163       92.67461    
         700   41.35904       103.3976       165.4362    
         701   385.8399       964.5998       1000.000    
         702   348.1769       870.4424       1000.000    
         703   167.7768       419.4421       671.1074    
         704   164.7893       411.9732       659.1572    
         705   346.3966       865.9915       1000.000    
         706   311.2513       778.1282       1000.000    
         707   349.6973       874.2433       1000.000    
         708   141.7094       354.2735       566.8376    
         709   213.1110       532.7776       852.4442    
         710   106.9080       267.2700       427.6320    
         711   62.73124       156.8281       250.9250    
         712   135.2455       338.1137       540.9819    
         713   242.8536       607.1340       971.4144    
         714   313.2438       783.1096       1000.000    
         715   193.5272       483.8180       774.1088    
         716   70.65435       176.6359       282.6174    
         717   138.4942       346.2354       553.9767    
         718   112.3380       280.8451       449.3521    
         719   48.78652       121.9663       195.1461    
         720   98.32283       245.8071       393.2914    
         721   158.8486       397.1216       635.3946    
         722   158.2930       395.7324       633.1718    
         723   172.0741       430.1853       688.2965    
         724   124.5309       311.3273       498.1237    
         725   90.73079       226.8270       362.9232    
         726   30.81758       77.04396       123.2703    
         727   92.86983       232.1746       371.4794    
         728   82.82119       207.0530       331.2848    
         729   14.32542       35.81355       57.30168    
         730   25.93961       64.84903       103.7584    
         731   45.17452       112.9363       180.6981    
         732   82.42776       206.0694       329.7110    
         733   93.13783       232.8446       372.5514    
         734   75.49920       111.1127       78.58080    
         735   227.5560       57.92174       236.8440    
         736   102.3650       255.9124       409.4598    
         737   17.12996       42.82489       68.51983    
         738   31.29877       78.24693       125.1951    
         739   44.59956       111.4989       178.3982    
         740   61.50544       153.7636       246.0218    
         741   148.7564       371.8910       595.0256    
         742   225.6064       564.0159       902.4255    
         743   157.9110       394.7776       631.6442    
         744   28.69620       71.74049       114.7848    
         745   176.2406       440.6016       704.9626    
         746   23.26054       58.15135       93.04216    
         747   10.86364       27.15911       43.45457    
         748   48.88240       49.88157       50.87760    
         749   61.49540       153.7385       245.9816    
         750   68.00291       170.0073       272.0117    
         751   157.9138       394.7845       631.6552    
         752   141.0893       352.7232       564.3571    
         753   257.0656       642.6641       1000.000    
         754   361.5933       903.9834       1000.000    
         755   193.4116       483.5290       773.6464    
         756   50.68072       126.7018       202.7229    
         757   5.710311       14.27578       22.84125    
         758   17.02103       42.55259       68.08414    
         759   61.98272       154.9568       247.9309    
         760   130.2955       325.7388       521.1821    
         761   254.0664       635.1661       1000.000    
         762   130.6102       326.5254       522.4406    
         763   394.9598       987.3995       1000.000    
         764   383.1127       957.7819       1000.000    
         765   158.6935       396.7338       634.7741    
         766   337.0220       343.9475       350.7780    
         767   16.28185       40.70462       65.12740    
         768   17.53301       43.83252       70.13203    
         769   112.9828       282.4569       451.9311    
         770   261.7580       267.1474       272.4420    
         771   236.6826       591.7065       946.7304    
         772   237.7442       594.3605       950.9767    
         773   383.4929       958.7322       1000.000    
         774   379.1488       947.8721       1000.000    
         775   215.6855       539.2137       862.7419    
         776   517.6360       528.1791       538.7640    
         777   36.88697       92.21742       147.5479    
         778   75.69932       189.2483       302.7973    
         779   69.18372       172.9593       276.7349    
         780   34.30737       85.76842       137.2295    
         781   50.89828       127.2457       203.5931    
         782   193.7225       484.3063       774.8901    
         783   397.8200       994.5502       1000.000    
         784   384.5668       961.4171       1000.000    
         785   368.4251       921.0628       1000.000    
         786   177.6087       444.0218       710.4349    
         787   45.26244       113.1561       181.0498    
         788   46.87600       117.1900       187.5040    
         789   384.7140       961.7850       1000.000    
         790   395.4698       988.6746       1000.000    
         791   397.7305       994.3264       1000.000    
         792   393.3033       983.2583       1000.000    
         793   17.42520       43.56300       69.70080    
         794   13.08837       32.72092       52.35347    
         795   27.60584       69.01460       110.4234    
         796   61.73936       154.3484       246.9574    
         797   133.6132       334.0331       534.4530    
         798   147.3786       368.4465       589.5144    
         799   71.42847       178.5712       285.7139    
         800   83.62811       209.0703       334.5125    
         801   14.45406       36.13516       57.81625    
         802   29.38109       73.45273       117.5244    
         803   164.6911       411.7278       658.7645    
         804   170.2325       425.5812       680.9299    
         805   198.4719       496.1798       793.8877    
         806   57.83680       144.5920       231.3472    
         807  0.8808639       2.202160       3.523456    
         808   5.724771       14.31193       22.89909    
         809   11.24207       28.10519       44.96830    
         810   151.8191       379.5478       607.2765    
         811   193.6067       484.0167       774.4267    
         812   165.0388       412.5970       660.1552    
         813   90.27431       225.6858       361.0973    
         814   1.629913       4.074782       6.519651    
         815   1.716529       4.291323       6.866117    
         816   31.79912       79.49780       127.1965    
         817   99.78115       249.4529       399.1246    
         818   95.87271       239.6818       383.4909    
         819   59.15508       147.8877       236.6203    
         820   96.11012       240.2753       384.4405    
         821  0.6320320       1.580080       2.528128    
         822   1.120442       2.801105       4.481768    
         823   40.48576       101.2144       161.9430    
         824   69.94643       174.8661       279.7858    
         825   67.28600       168.2150       269.1440    
         826   234.9060       32.27584       244.4940    
         827   144.9420       53.77948       150.8580    
         828   16.97007       42.42518       67.88029    
         829   3.229810       8.074525       12.91924    
         830   9.966047       24.91512       39.86419    
         831   106.5876       266.4690       426.3504    
         832   45.63708       114.0927       182.5483    
         833   13.33385       33.33462       53.33540    
         834   10.22401       25.56003       40.89605    
         835   19.06617       47.66543       76.26469    
         836   18.91544       47.28861       75.66177    
         837   10.72675       26.81687       42.90699    
         838   6.135280       15.33820       24.54112    
         839   40.39428       100.9857       161.5771    
         840   247.5480       252.5683       257.6520    
         841   87.18480       217.9620       348.7392    
         842   11.61438       29.03596       46.45753    
         843   26.42859       66.07147       105.7144    
         844   21.61679       54.04197       86.46716    
         845   59.89680       149.7420       239.5872    
         846   8.488771       21.22193       33.95509    
         847   11.12761       27.81902       44.51043    
         848   62.19495       155.4874       248.7798    
         849   120.0515       300.1288       480.2061    
         850   103.5412       258.8531       414.1649    
         851   8.102123       20.25531       32.40850    
         852   15.53377       38.83442       62.13507    
         853   46.32088       115.8022       185.2835    
         854   194.4045       486.0112       777.6179    
         855   5.169924       12.92481       20.67970    
         856   5.431032       13.57758       21.72413    
         857   126.0012       315.0029       504.0046    
         858   474.7120       484.2980       494.0880    
         859   52.17979       130.4495       208.7192    
         860   15.61164       39.02909       62.44654    
         861   39.55457       98.88642       158.2183    
         862   379.6520       387.4178       395.1480    
         863   155.3948       388.4870       621.5792    
         864   2.439092       6.097730       9.756369    
         865   3.875966       9.689915       15.50386    
         866   34.53516       86.33790       138.1406    
         867   95.13531       237.8383       380.5413    
         868   153.7620       156.8700       160.0380    
         869   62.42427       156.0607       249.6971    
         870   152.2188       380.5471       608.8754    
         871   187.7166       469.2914       750.8663    
         872   117.4373       293.5933       469.7493    
         873   1.024576       2.561440       4.098304    
         874   2.888270       7.220675       11.55308    
         875   20.69686       51.74214       82.78743    
         876   38.16051       95.40128       152.6421    
         877   56.22428       140.5607       224.8971    
         878   109.3775       273.4438       437.5101    
         879   121.0548       302.6371       484.2193    
         880   59.96536       149.9134       239.8615    
         881   8.028179       20.07045       32.11272    
         882   11.16929       27.92323       44.67717    
         883   13.00890       32.52225       52.03560    
         884   42.42228       106.0557       169.6891    
         885   2.817940       7.044850       11.27176    
         886   16.80507       42.01269       67.22031    
         887   146.9129       367.2823       587.6517    
         888   76.60427       191.5107       306.4171    
         889   7.491803       18.72951       29.96721    
         890   2.232195       5.580488       8.928782    
         891   5.593744       13.98436       22.37498    
         892   28.82303       72.05758       115.2921    
         893   353.1653       882.9132       1000.000    
         894   285.1249       712.8123       1000.000    
         895   126.0738       315.1846       504.2954    
         896   9.523407       23.80852       38.09363    
         897   14.46371       36.15927       57.85484    
         898   6.954659       17.38665       27.81864    
         899   398.4106       996.0267       1000.000    
         900   361.6730       904.1825       1000.000    
         901   297.3098       743.2745       1000.000    
         902   201.5931       503.9827       806.3723    
         903   59.51856       148.7964       238.0742    
         904   28.53289       71.33223       114.1316    
         905   126.7364       316.8410       506.9456    
         906   270.4441       676.1102       1000.000    
         907   365.1468       912.8670       1000.000    
         908   390.4658       976.1646       1000.000    
         909   376.5844       941.4612       1000.000    
         910   294.7065       736.7664       1000.000    
         911   89.05676       222.6419       356.2271    
         912   73.98116       184.9529       295.9247    
         913   229.5648       573.9122       918.2595    
         914   144.8492       362.1231       579.3970    
         915   87.77755       219.4439       351.1102    
         916   81.03756       202.5939       324.1502    
         917   286.1148       715.2871       1000.000    
         918   722.0640       873.9190       751.5360    
         919   389.4312       973.5781       1000.000    
         920   283.5014       708.7536       1000.000    
         921   353.3666       883.4165       1000.000    
         922   371.1567       927.8918       1000.000    
         923   257.1845       642.9614       1000.000    
         924   81.12035       202.8009       324.4814    
         925   132.3351       330.8379       529.3406    
         926   309.3255       773.3139       1000.000    
         927   262.3317       655.8292       1000.000    
         928   358.6819       896.7048       1000.000    
         929   384.8577       962.1442       1000.000    
         930   334.8189       837.0474       1000.000    
         931   328.6721       821.6803       1000.000    
         932   704.4240       718.7553       733.1760    
         933   190.8343       477.0858       763.3373    
         934   58.48892       146.2223       233.9557    
         935   41.67120       104.1780       166.6848    
         936   157.8825       394.7063       631.5301    
         937   149.5379       373.8448       598.1517    
         938   136.0821       340.2053       544.3285    
         939   216.7920       541.9799       867.1679    
         940   238.5217       596.3043       954.0869    
         941   381.0902       952.7255       1000.000    
         942   244.2850       610.7126       977.1401    
         943   213.1650       532.9125       852.6600    
         944   123.7192       309.2980       494.8768    
         945   41.82000       104.5500       167.2800    
         946   164.3800       410.9500       657.5200    
         947   8.231739       20.57935       32.92696    
         948   16.35199       40.87998       65.40797    
         949   19.80929       49.52322       79.23715    
         950   583.1980       595.1486       607.0020    
         951   317.0548       792.6371       1000.000    
         952   357.6062       894.0155       1000.000    
         953   337.2216       843.0540       1000.000    
         954   322.3591       805.8978       1000.000    
         955   105.8221       264.5553       423.2885    
         956   47.81924       119.5481       191.2770    
         957   13.67394       34.18485       54.69576    
         958   8.774912       21.93728       35.09965    
         959   81.70455       204.2614       326.8182    
         960   156.0996       390.2490       624.3984    
         961   354.5759       886.4398       1000.000    
         962   393.6120       984.0300       1000.000    
         963   394.9456       987.3640       1000.000    
         964   385.8908       964.7271       1000.000    
         965   69.76408       174.4102       279.0563    
         966   55.99683       139.9921       223.9874    
         967   80.40040       201.0010       321.6016    
         968   51.03860       127.5965       204.1544    
         969   66.73720       166.8430       266.9488    
         970   185.0401       462.6003       740.1605    
         971   160.3728       400.9320       641.4912    
         972   386.4078       966.0195       1000.000    
         973   128.6089       321.5222       514.4355    
         974   151.7430       379.3574       606.9719    
         975   168.0595       420.1488       672.2381    
         976   268.4284       671.0710       1000.000    
