      Well:      PRO-4

                                             Y1             Y2             Y3             Y1             Y2             Y3
                                     PUNQS3.irf     PUNQS3.irf     PUNQS3.irf     PUNQS3.irf     PUNQS3.irf     PUNQS3.irf
            TIME            DATE  Gas Oil Ratio   Water Cut SC           Well  Gas Oil Ratio   Water Cut SC           Well
       3654.0000      1977-01-02           0.00           0.00       21708.24           0.00           0.00       21722.19
       3667.0000      1977-01-15           0.00           0.00       21895.56           0.00           0.00       21910.12
       3668.0000      1977-01-16          69.00     0.00164161       17547.25          69.05    0.000628470       17671.94
       3834.0000      1977-07-01          68.35     0.00379249       17022.78          68.40     0.00201908       17159.86
       4018.0000      1978-01-01          68.10     0.00875910       16608.29          68.16     0.00661339       16767.92
       4019.0000      1978-01-02           0.00           0.00       21609.49           0.00           0.00       21628.68
       4032.0000      1978-01-15           0.00           0.00       21801.18           0.00           0.00       21821.13
       4033.0000      1978-01-16          68.69      0.0101847       16886.15          68.77     0.00800266       17044.58
       4199.0000      1978-07-01          68.00      0.0226109       16156.24          68.07      0.0151007       16304.37
       4383.0000      1979-01-01          67.67      0.0611911       15513.50          67.75      0.0534685       15661.44
       4384.0000      1979-01-02           0.00           0.00       21494.90           0.00           0.00       21520.72
       4397.0000      1979-01-15           0.00           0.00       21693.53           0.00           0.00       21717.85
       4398.0000      1979-01-16          68.33      0.0615879       15808.80          68.41      0.0540285       15951.90
       4564.0000      1979-07-01          67.54       0.108862       14899.97          67.63      0.0975585       15012.68
       4748.0000      1980-01-01          67.17       0.177492       14184.69          67.26       0.170265       14270.81
       4749.0000      1980-01-02           0.00           0.00       21314.63           0.00           0.00       21344.45
       4762.0000      1980-01-15           0.00           0.00       21531.45           0.00           0.00       21559.51
       4763.0000      1980-01-16          67.79       0.196951       14521.69          67.87       0.191345       14602.93
       4930.0000      1980-07-01          66.83       0.245024       13569.73          66.91       0.242532       13619.54
       5114.0000      1981-01-01          66.40       0.304355       12996.47          66.47       0.307786       13018.05
       5115.0000      1981-01-02           0.00           0.00       21068.53           0.00           0.00       21090.67
       5128.0000      1981-01-15           0.00           0.00       21308.74           0.00           0.00       21333.15
       5129.0000      1981-01-16          67.07       0.329486       13391.15          67.15       0.333241       13415.88
       5295.0000      1981-07-01          66.10       0.353035       12596.70          66.17       0.358709       12606.46
       5479.0000      1982-01-01          65.59       0.388187       12185.82          65.73       0.391044       12173.42
       5480.0000      1982-01-02           0.00           0.00       20868.15           0.00           0.00       20885.49
       5493.0000      1982-01-15           0.00           0.00       21124.70           0.00           0.00       21146.04
       5494.0000      1982-01-16          66.43       0.392885       12618.78          66.53       0.401142       12614.69
       5660.0000      1982-07-01          65.46       0.404932       11873.33          65.53       0.413373       11868.10
       5844.0000      1983-01-01          65.08       0.422883       11498.13          65.16       0.430039       11495.13
       5845.0000      1983-01-02           0.00           0.00       20712.20           0.00           0.00       20735.64
       5858.0000      1983-01-15           0.00           0.00       20980.28           0.00           0.00       21005.39
       5859.0000      1983-01-16          65.97       0.428095       11958.02          66.05       0.435261       11956.41
       6025.0000      1983-07-01          65.00       0.435646       11206.37          65.08       0.442100       11211.43

      Well:     PRO-15

                                             Y1             Y2             Y3             Y1             Y2             Y3
                                     PUNQS3.irf     PUNQS3.irf     PUNQS3.irf     PUNQS3.irf     PUNQS3.irf     PUNQS3.irf
            TIME            DATE  Gas Oil Ratio   Water Cut SC           Well  Gas Oil Ratio   Water Cut SC           Well
                                             SC                   Bottom-hole             SC                   Bottom-hole
                                                                     Pressure                                     Pressure
           (day)                        (m3/m3)             ()          (kPa)        (m3/m3)             ()          (kPa)
    0.0099999998      1967-01-01           0.00           0.00       21279.28           0.00           0.00       21279.29
       1.0100000      1967-01-02          74.00   2.33810e-010       21247.85          74.00   2.25249e-010       21248.12
       31.000000      1967-02-01          74.00   6.37531e-007       21089.91          74.00   6.32566e-007       21090.22
       59.000000      1967-03-01          73.92   2.68706e-006       20998.69          73.92   2.66778e-006       20999.01
       90.000000      1967-04-01          73.71   6.18702e-006       20904.79          73.71   6.14367e-006       20905.10
       91.000000      1967-04-02          73.64   6.44305e-006       18421.20          73.64   6.39649e-006       18422.08
       120.00000      1967-05-01          73.19   1.80720e-005       18114.93          73.25   1.52206e-005       18111.47
       151.00000      1967-06-01          72.76   4.39001e-005       17857.37          72.84   3.71075e-005       17852.61
       181.00000      1967-07-01          72.44   7.65641e-005       17619.14          72.43   7.60079e-005       17617.27
       182.00000      1967-07-02          72.49   7.72834e-005       20307.96          72.48   7.67262e-005       20305.12
       212.00000      1967-08-01          72.55   9.18929e-005       20308.85          72.54   9.11995e-005       20307.09
       243.00000      1967-09-01          72.49    0.000114663       20261.98          72.48    0.000113750       20261.01
       273.00000      1967-10-01          72.42    0.000137099       20213.43          72.42    0.000135957       20213.12
       274.00000      1967-10-02          72.46    0.000137491       21593.59          72.44    0.000136347       21592.42
       304.00000      1967-11-01          72.55    0.000145672       21627.62          72.55    0.000144412       21626.86
       334.00000      1967-12-01          72.60    0.000157277       21635.75          72.60    0.000155836       21635.37
       365.00000      1968-01-01          72.63    0.000168427       21640.48          72.63    0.000166796       21640.45
       366.00000      1968-01-02           0.00           0.00       23029.11           0.00           0.00       23027.97
       731.00000      1969-01-01           0.00           0.00       23350.76           0.00           0.00       23350.49
       1096.0000      1970-01-01           0.00           0.00       23467.76           0.00           0.00       23468.76
       1461.0000      1971-01-01           0.00           0.00       23525.44           0.00           0.00       23526.30
       1462.0000      1971-01-02          74.22    0.000140954       19527.30          74.13    0.000137234       19532.81
       1642.0000      1971-07-01          72.76    0.000329756       18401.72          72.81    0.000305933       18406.77
       1826.0000      1972-01-01          71.44    0.000806474       17512.24          71.43    0.000786719       17527.60
       1827.0000      1972-01-02           0.00           0.00       22575.25           0.00           0.00       22571.38
       1840.0000      1972-01-15           0.00           0.00       22665.04           0.00           0.00       22663.96
       1841.0000      1972-01-16          71.40    0.000997590       17641.41          71.39    0.000977209       17657.26
       2008.0000      1972-07-01          70.58     0.00299366       16842.36          70.57     0.00277459       16865.80
       2192.0000      1973-01-01          69.84     0.00851081       16160.64          69.84     0.00790029       16213.84
       2193.0000      1973-01-02           0.00           0.00       22179.93           0.00           0.00       22179.82
       2206.0000      1973-01-15           0.00           0.00       22281.75           0.00           0.00       22280.70
       2207.0000      1973-01-16          70.17     0.00820103       16331.60          70.17     0.00756201       16385.94
       2373.0000      1973-07-01          69.49      0.0174036       15126.21          69.50      0.0156393       15292.19
       2557.0000      1974-01-01          68.91      0.0865258       12612.97          68.94      0.0789749       12805.59
       2558.0000      1974-01-02           0.00           0.00       21895.52           0.00           0.00       21901.75
       2571.0000      1974-01-15           0.00           0.00       22004.94           0.00           0.00       22009.91
       2572.0000      1974-01-16          69.27      0.0821398       12893.03          69.29      0.0746918       13079.14
       2738.0000      1974-07-01          68.61       0.173374        9782.71          68.64       0.166022       10021.75
       2922.0000      1975-01-01          67.96       0.279220        7617.27          68.04       0.264637        7902.68
       2923.0000      1975-01-02           0.00           0.00       21604.46           0.00           0.00       21626.18
       2936.0000      1975-01-15           0.00           0.00       21729.89           0.00           0.00       21745.88
       2937.0000      1975-01-16          68.37       0.267979        8031.93          68.43       0.253673        8294.82
       3103.0000      1975-07-01          67.69       0.308206        6822.67          67.78       0.295773        7101.25
       3287.0000      1976-01-01          67.17       0.325451        6331.85          67.27       0.316238        6576.29
       3288.0000      1976-01-02           0.00           0.00       21362.19           0.00           0.00       21392.10
       3301.0000      1976-01-15           0.00           0.00       21491.74           0.00           0.00       21515.13
       3302.0000      1976-01-16          67.61       0.315105        6775.07          67.69       0.306772        6986.03
       3469.0000      1976-07-01          67.01       0.319822        6271.54          67.11       0.314459        6439.57
       3653.0000      1977-01-01          66.69       0.315442        6185.70          66.80       0.312567        6317.10
       3654.0000      1977-01-02           0.00           0.00       21183.95           0.00           0.00       21215.75
       3667.0000      1977-01-15           0.00           0.00       21318.05           0.00           0.00       21346.10
       3668.0000      1977-01-16          67.07       0.304323        6606.31          67.15       0.303009        6708.05
       3834.0000      1977-07-01          66.54       0.305957        6184.32          66.66       0.305342        6280.42
       4018.0000      1978-01-01          66.17       0.305673        6041.35          66.30       0.308278        6075.66
       4019.0000      1978-01-02           0.00           0.00       21018.33           0.00           0.00       21054.63
       4032.0000      1978-01-15           0.00           0.00       21151.89           0.00           0.00       21187.13
       4033.0000      1978-01-16          66.53       0.295930        6420.94          66.65       0.301259        6425.89
       4199.0000      1978-07-01          66.00       0.290788        6157.92          66.13       0.296317        6171.98
       4383.0000      1979-01-01          65.57       0.279754        6079.73          65.71       0.285881        6095.66
       4384.0000      1979-01-02           0.00           0.00       20848.27           0.00           0.00       20892.84
       4397.0000      1979-01-15           0.00           0.00       20969.46           0.00           0.00       21010.57
       4398.0000      1979-01-16          65.92       0.275226        6375.05          66.07       0.283154        6357.43
       4564.0000      1979-07-01          65.36       0.273223        6006.21          65.51       0.277029        6076.11
       4748.0000      1980-01-01          64.86       0.279703        5446.88          65.01       0.284824        4804.37
       4749.0000      1980-01-02           0.00           0.00       20594.19           0.00           0.00       20613.67
       4762.0000      1980-01-15           0.00           0.00       20695.02           0.00           0.00       20738.91
       4763.0000      1980-01-16          65.09       0.281330        5745.62          65.23       0.309725        4870.45
       4930.0000      1980-07-01          66.41       0.324561       -3298.93          68.92       0.345612       -6364.35
       5114.0000      1981-01-01          72.09       0.353022         101.32          74.97       0.363491         101.32
       5115.0000      1981-01-02           0.00           0.00       20329.11           0.00           0.00       20383.48
       5128.0000      1981-01-15           0.00           0.00       20427.41           0.00           0.00       20477.44
       5129.0000      1981-01-16          74.04       0.348491         101.32          76.34       0.356546         101.32
       5295.0000      1981-07-01          83.38       0.362407         101.32          93.03       0.371348         101.32
       5479.0000      1982-01-01         113.83       0.375328         101.32         120.83       0.387271         101.32
       5480.0000      1982-01-02           0.00           0.00       20140.21           0.00           0.00       20202.49
       5493.0000      1982-01-15           0.00           0.00       20223.73           0.00           0.00       20284.13
       5494.0000      1982-01-16          97.32       0.363141         101.32         106.58       0.378612         101.32
       5660.0000      1982-07-01         115.29       0.375868         101.32         123.25       0.392333         101.32
       5844.0000      1983-01-01         124.00       0.385460         101.32         130.15       0.401534         101.32
       5845.0000      1983-01-02           0.00           0.00       19971.87           0.00           0.00       20042.21
       5858.0000      1983-01-15           0.00           0.00       20053.53           0.00           0.00       20123.66
       5859.0000      1983-01-16         105.16       0.373603         101.32         110.09       0.390053         101.32
       6025.0000      1983-07-01         117.30       0.384687         101.32         122.39       0.400287         101.32

      Well:      PRO-1

                                             Y1             Y2             Y3             Y1             Y2             Y3
                                     PUNQS3.irf     PUNQS3.irf     PUNQS3.irf     PUNQS3.irf     PUNQS3.irf     PUNQS3.irf
            TIME            DATE  Gas Oil Ratio   Water Cut SC           Well  Gas Oil Ratio   Water Cut SC           Well
                                             SC                   Bottom-hole             SC                   Bottom-hole
                                                                     Pressure                                     Pressure
           (day)                        (m3/m3)             ()          (kPa)        (m3/m3)             ()          (kPa)
    0.0099999998      1967-01-01           0.00           0.00       22590.01           0.00           0.00       22590.02
       1.0100000      1967-01-02          74.00   1.03217e-010       22557.56          74.00   1.02763e-010       22557.63
       31.000000      1967-02-01          73.76   3.15638e-009       22388.83          73.76   3.15186e-009       22388.97
       59.000000      1967-03-01          73.51   6.50604e-009       22317.95          73.51   6.49676e-009       22318.15
       90.000000      1967-04-01          73.32   9.76204e-009       22255.67          73.32   9.75005e-009       22255.88
       91.000000      1967-04-02          73.25   1.11951e-008       21269.40          73.25   1.11789e-008       21269.68
       120.00000      1967-05-01          72.70   2.59609e-008       21044.40          72.76   2.41393e-008       21036.47
       151.00000      1967-06-01          72.27   4.16060e-008       20912.90          72.33   3.90393e-008       20906.24
       181.00000      1967-07-01          71.98   5.45071e-008       20807.21          71.97   5.49602e-008       20803.97
       182.00000      1967-07-02          72.03   5.20417e-008       21820.22          72.02   5.24876e-008       21817.08
       212.00000      1967-08-01          72.23   4.33413e-008       21891.56          72.22   4.36413e-008       21889.37
       243.00000      1967-09-01          72.22   4.38783e-008       21882.10          72.21   4.41084e-008       21880.37
       273.00000      1967-10-01          72.16   4.62418e-008       21863.62          72.16   4.64279e-008       21862.27
       274.00000      1967-10-02          72.19   4.49689e-008       22368.49          72.18   4.51598e-008       22367.09
       304.00000      1967-11-01          72.35   3.83212e-008       22426.43          72.35   3.84493e-008       22425.48
       334.00000      1967-12-01          72.42   3.58236e-008       22441.55          72.41   3.59321e-008       22440.66
       365.00000      1968-01-01          72.44   3.48836e-008       22449.62          72.44   3.49746e-008       22448.88
       366.00000      1968-01-02           0.00           0.00       22951.38           0.00           0.00       22950.54
       731.00000      1969-01-01           0.00           0.00       23258.15           0.00           0.00       23259.30
       1096.0000      1970-01-01           0.00           0.00       23354.69           0.00           0.00       23356.28
       1461.0000      1971-01-01           0.00           0.00       23406.38           0.00           0.00       23407.68
       1462.0000      1971-01-02          73.82   2.48974e-009       21949.36          73.83   2.46490e-009       21950.48
       1642.0000      1971-07-01          72.29   4.37515e-008       21233.14          72.34   4.14725e-008       21227.59
       1826.0000      1972-01-01          71.07   1.08236e-007       20875.83          71.07   1.08706e-007       20874.08
       1827.0000      1972-01-02           0.00           0.00       22449.41           0.00           0.00       22447.26
       1840.0000      1972-01-15           0.00           0.00       22584.26           0.00           0.00       22581.30
       1841.0000      1972-01-16          71.23   9.74815e-008       21038.18          71.22   9.80683e-008       21035.40
       2008.0000      1972-07-01          70.28   1.74272e-007       20660.45          70.27   1.74459e-007       20660.24
       2192.0000      1973-01-01          69.57   2.58953e-007       20449.12          69.57   2.58887e-007       20449.99
       2193.0000      1973-01-02           0.00           0.00       22081.38           0.00           0.00       22081.24
       2206.0000      1973-01-15           0.00           0.00       22218.20           0.00           0.00       22218.26
       2207.0000      1973-01-16          70.06   2.07722e-007       20622.59          70.06   2.07697e-007       20623.45
       2373.0000      1973-07-01          69.27   3.15264e-007       20309.40          69.27   3.15152e-007       20311.16
       2557.0000      1974-01-01          68.71   4.55424e-007       20142.63          68.73   4.56056e-007       20147.88
       2558.0000      1974-01-02           0.00           0.00       21810.84           0.00           0.00       21809.45
       2571.0000      1974-01-15           0.00           0.00       21951.41           0.00           0.00       21952.54
       2572.0000      1974-01-16          69.18   3.90534e-007       20307.31          69.19   3.91751e-007       20311.46
       2738.0000      1974-07-01          68.49   6.04589e-007       20029.76          68.50   6.06915e-007       20037.13
       2922.0000      1975-01-01          67.91   1.06530e-006       19849.01          67.95   1.06792e-006       19862.46
       2923.0000      1975-01-02           0.00           0.00       21556.18           0.00           0.00       21567.20
       2936.0000      1975-01-15           0.00           0.00       21692.54           0.00           0.00       21702.18
       2937.0000      1975-01-16          68.37   9.74783e-007       20014.76          68.40   9.78111e-007       20027.28
       3103.0000      1975-07-01          67.68   1.57273e-006       19732.55          67.72   1.57393e-006       19748.71
       3287.0000      1976-01-01          67.16   3.21308e-006       19568.38          67.21   3.18891e-006       19589.13
       3288.0000      1976-01-02           0.00           0.00       21332.26           0.00           0.00       21349.43
       3301.0000      1976-01-15           0.00           0.00       21467.40           0.00           0.00       21484.43
       3302.0000      1976-01-16          67.65   3.07728e-006       19747.05          67.71   3.04797e-006       19770.47
       3469.0000      1976-07-01          67.02   5.47047e-006       19418.50          67.09   5.40155e-006       19431.27
       3653.0000      1977-01-01          66.69   9.91144e-006       19139.05          66.80   9.69406e-006       19155.28
       3654.0000      1977-01-02           0.00           0.00       21142.20           0.00           0.00       21169.11
       3667.0000      1977-01-15           0.00           0.00       21294.23           0.00           0.00       21321.47
       3668.0000      1977-01-16          67.12   1.12779e-005       19332.85          67.23   1.10017e-005       19347.94
       3834.0000      1977-07-01          66.80   1.69024e-005       18946.40          66.94   1.63994e-005       18967.80
       4018.0000      1978-01-01          66.98   3.08689e-005       18644.51          67.15   2.96371e-005       18674.46
       4019.0000      1978-01-02           0.00           0.00       20981.09           0.00           0.00       21017.37
       4032.0000      1978-01-15           0.00           0.00       21132.90           0.00           0.00       21168.84
       4033.0000      1978-01-16          67.44   3.48699e-005       18844.00          67.60   3.32638e-005       18875.49
       4199.0000      1978-07-01          69.22   5.43524e-005       18430.34          69.70   5.13437e-005       18471.97
       4383.0000      1979-01-01          74.91   9.48996e-005       18087.96          75.37   8.90825e-005       18138.68
       4384.0000      1979-01-02           0.00           0.00       20786.52           0.00           0.00       20830.09
       4397.0000      1979-01-15           0.00           0.00       20933.02           0.00           0.00       20975.83
       4398.0000      1979-01-16          73.55   9.28951e-005       18315.87          73.96   8.71360e-005       18367.08
       4564.0000      1979-07-01          78.11    0.000134271       17825.38          78.47    0.000125261       17884.17
       4748.0000      1980-01-01          88.18    0.000194969       17417.28          88.94    0.000180293       17482.72
       4749.0000      1980-01-02           0.00           0.00       20490.75           0.00           0.00       20533.70
       4762.0000      1980-01-15           0.00           0.00       20645.07           0.00           0.00       20687.14
       4763.0000      1980-01-16          81.76    0.000210012       17666.19          82.21    0.000193609       17730.86
       4930.0000      1980-07-01          96.40    0.000288790       17170.21          96.46    0.000264860       17235.13
       5114.0000      1981-01-01         104.09    0.000387467       16814.29         103.72    0.000355538       16905.38
       5115.0000      1981-01-02           0.00           0.00       20162.78           0.00           0.00       20214.80
       5128.0000      1981-01-15           0.00           0.00       20326.68           0.00           0.00       20378.96
       5129.0000      1981-01-16          92.48    0.000422719       17094.69          91.92    0.000385822       17185.00
       5295.0000      1981-07-01         101.71    0.000530185       16646.26         101.07    0.000484671       16759.34
       5479.0000      1982-01-01         106.24    0.000806431       16368.07         105.87    0.000686322       16485.46
       5480.0000      1982-01-02           0.00           0.00       19951.37           0.00           0.00       20019.43
       5493.0000      1982-01-15           0.00           0.00       20117.33           0.00           0.00       20186.05
       5494.0000      1982-01-16          91.60    0.000786074       16662.99          91.84    0.000722668       16778.67
       5660.0000      1982-07-01         101.23     0.00101500       16218.20         100.76    0.000934113       16357.95
       5844.0000      1983-01-01         104.93     0.00164037       15923.41         106.16     0.00134230       16042.91
       5845.0000      1983-01-02           0.00           0.00       19781.48           0.00           0.00       19852.16
       5858.0000      1983-01-15           0.00           0.00       19947.47           0.00           0.00       20019.20
       5859.0000      1983-01-16          89.31     0.00168569       16232.60          90.40     0.00130754       16352.01
       6025.0000      1983-07-01          99.72     0.00399776       15767.90          99.53     0.00340977       15903.84

